rank,chart,version,user_status,chart_use_answer,first_base,catalog_path,current_proof,proof_lane_rows,proof_lane_summary,variant_revisions,recipe_paths,package_paths,coverage_status,coverage_evidence,hooks_route,hooks_evidence,quirks,quirk_route,quirk_evidence,runtime_gitops_results,runtime_gitops_receipts,gitops_health_residue,gitops_health_residue_evidence,live_compare_receipts,production_decisions,production_decision_paths,top500_route,user_must_provide,routed_or_absorbed,next_action
87,jetstack/trust-manager,v0.22.1,works-with-target-prerequisites,not-yet-public-catalog-proof-ready,default,recipes/jetstack/trust-manager/v0.22.1/CATALOG.md,"proof-grade-ready-for-promotion-review (render parity 2/2, local live 0/2, live parity 0/2)",default;no-crds,default render=pass confighub=pass local=fail gitops=missing live-parity=missing two-cluster=missing; no-crds render=pass confighub=pass local=fail gitops=missing live-parity=missing two-cluster=missing,recipes/jetstack/trust-manager/v0.22.1/revisions/default/r001/variant-revision.yaml;recipes/jetstack/trust-manager/v0.22.1/revisions/no-crds/r001/variant-revision.yaml,recipes/jetstack/trust-manager/v0.22.1,packages/jetstack/trust-manager/v0.22.1,partial,recipes/jetstack/trust-manager/v0.22.1/source-lock.yaml;recipes/jetstack/trust-manager/v0.22.1/CATALOG.md;recipes/jetstack/trust-manager/v0.22.1/revisions/default/r001/variant-revision.yaml;recipes/jetstack/trust-manager/v0.22.1/helm-pain-report.yaml;recipes/jetstack/trust-manager/v0.22.1/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/jetstack/trust-manager/v0.22.1/value-model.yaml;recipes/jetstack/trust-manager/v0.22.1/helm-plan.yaml;recipes/jetstack/trust-manager/v0.22.1/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv;data/top100-readiness/readiness.csv;site/catalog.json,,,crds;existing-secret;extension-slots,,,,,,,,,,,an existing Secret for some bases (buildable — not yet run); a CRD ownership choice (crds vs no-crds base),exact rendered objects with render parity and receipts; CRD handling split into explicit bases; extension slots routed to reviewed bases,run catalog promotion review
88,linkerd/linkerd-crds,1.8.0,needs-better-base-variant,not-yet-user-ready,default,recipes/linkerd/linkerd-crds/1.8.0/CATALOG.md,"proof-grade-needs-user-shaped-variant (render parity 1/1, local live 1/1, live parity 0/1)",default,default render=pass confighub=pass local=pass gitops=missing live-parity=missing two-cluster=missing,recipes/linkerd/linkerd-crds/1.8.0/revisions/default/r001/variant-revision.yaml,recipes/linkerd/linkerd-crds/1.8.0,packages/linkerd/linkerd-crds/1.8.0,partial,recipes/linkerd/linkerd-crds/1.8.0/source-lock.yaml;recipes/linkerd/linkerd-crds/1.8.0/CATALOG.md;recipes/linkerd/linkerd-crds/1.8.0/revisions/default/r001/variant-revision.yaml;recipes/linkerd/linkerd-crds/1.8.0/helm-pain-report.yaml;recipes/linkerd/linkerd-crds/1.8.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/linkerd/linkerd-crds/1.8.0/value-model.yaml;recipes/linkerd/linkerd-crds/1.8.0/helm-plan.yaml;recipes/linkerd/linkerd-crds/1.8.0/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv;data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md;site/catalog.json,,,crds;existing-secret,,,,,,,,,,,"an existing Secret for some bases (buildable — not yet run); a CRD ownership choice (crds vs no-crds base); your wanted install shape, until a reviewed base exists",exact rendered objects with render parity and receipts; CRD handling split into explicit bases,add at least one user-shaped variant before catalog promotion
89,minio-operator/tenant,7.1.1,needs-better-base-variant,not-yet-user-ready,default,recipes/minio-operator/tenant/7.1.1/CATALOG.md,"proof-grade-needs-user-shaped-variant (render parity 1/1, local live 1/1, live parity 0/1)",default,default render=pass confighub=pass local=pass gitops=missing live-parity=missing two-cluster=missing,recipes/minio-operator/tenant/7.1.1/revisions/default/r001/variant-revision.yaml,recipes/minio-operator/tenant/7.1.1,packages/minio-operator/tenant/7.1.1,partial,recipes/minio-operator/tenant/7.1.1/source-lock.yaml;recipes/minio-operator/tenant/7.1.1/CATALOG.md;recipes/minio-operator/tenant/7.1.1/revisions/default/r001/variant-revision.yaml;recipes/minio-operator/tenant/7.1.1/helm-pain-report.yaml;recipes/minio-operator/tenant/7.1.1/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/minio-operator/tenant/7.1.1/value-model.yaml;recipes/minio-operator/tenant/7.1.1/helm-plan.yaml;recipes/minio-operator/tenant/7.1.1/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv;data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md;site/catalog.json,,,existing-secret;extension-slots,,,,,,,,,,,"an existing Secret for some bases (buildable — not yet run); your wanted install shape, until a reviewed base exists",exact rendered objects with render parity and receipts; extension slots routed to reviewed bases,add at least one user-shaped variant before catalog promotion
90,nats/nack,0.34.0,works-with-target-prerequisites,not-yet-public-catalog-proof-ready,default,recipes/nats/nack/0.34.0/CATALOG.md,"proof-grade-ready-for-promotion-review (render parity 2/2, local live 2/2, live parity 0/2)",default;no-crds,default render=pass confighub=pass local=pass gitops=missing live-parity=missing two-cluster=missing; no-crds render=pass confighub=pass local=pass gitops=missing live-parity=missing two-cluster=missing,recipes/nats/nack/0.34.0/revisions/default/r001/variant-revision.yaml;recipes/nats/nack/0.34.0/revisions/no-crds/r001/variant-revision.yaml,recipes/nats/nack/0.34.0,packages/nats/nack/0.34.0,partial,recipes/nats/nack/0.34.0/source-lock.yaml;recipes/nats/nack/0.34.0/CATALOG.md;recipes/nats/nack/0.34.0/revisions/default/r001/variant-revision.yaml;recipes/nats/nack/0.34.0/helm-pain-report.yaml;recipes/nats/nack/0.34.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/nats/nack/0.34.0/value-model.yaml;recipes/nats/nack/0.34.0/helm-plan.yaml;recipes/nats/nack/0.34.0/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv;data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md;site/catalog.json,,,crds;existing-secret;extension-slots,,,,,,,,,,,an existing Secret for some bases (buildable — not yet run); a CRD ownership choice (crds vs no-crds base),exact rendered objects with render parity and receipts; CRD handling split into explicit bases; extension slots routed to reviewed bases,run catalog promotion review
91,nats/surveyor,0.20.9,works-with-operator-review,not-yet-public-catalog-proof-ready,default,recipes/nats/surveyor/0.20.9/CATALOG.md,"proof-grade-ready-for-promotion-review (render parity 2/2, local live 0/2, live parity 0/2)",default;default-reviewed,default render=pass confighub=pass local=fail gitops=missing live-parity=missing two-cluster=missing; default-reviewed render=pass confighub=pass local=blocked gitops=missing live-parity=missing two-cluster=missing,recipes/nats/surveyor/0.20.9/revisions/default/r001/variant-revision.yaml;recipes/nats/surveyor/0.20.9/revisions/default-reviewed/r001/variant-revision.yaml,recipes/nats/surveyor/0.20.9,packages/nats/surveyor/0.20.9,partial,recipes/nats/surveyor/0.20.9/source-lock.yaml;recipes/nats/surveyor/0.20.9/CATALOG.md;recipes/nats/surveyor/0.20.9/revisions/default/r001/variant-revision.yaml;recipes/nats/surveyor/0.20.9/helm-pain-report.yaml;recipes/nats/surveyor/0.20.9/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/nats/surveyor/0.20.9/value-model.yaml;recipes/nats/surveyor/0.20.9/helm-plan.yaml;recipes/nats/surveyor/0.20.9/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv;data/top100-readiness/readiness.csv;site/catalog.json,,,extension-slots,,,,,,,,,,,nothing beyond a cluster and namespace,exact rendered objects with render parity and receipts; extension slots routed to reviewed bases,run catalog promotion review
92,open-telemetry/opentelemetry-operator,0.114.0,works-with-target-prerequisites,not-yet-public-catalog-proof-ready,default,recipes/open-telemetry/opentelemetry-operator/0.114.0/CATALOG.md,"proof-grade-ready-for-promotion-review (render parity 2/2, local live 0/2, live parity 0/2)",default;no-crds,default render=pass confighub=pass local=blocked gitops=missing live-parity=missing two-cluster=pass; no-crds render=pass confighub=pass local=blocked gitops=missing live-parity=missing two-cluster=pass,recipes/open-telemetry/opentelemetry-operator/0.114.0/revisions/default/r001/variant-revision.yaml;recipes/open-telemetry/opentelemetry-operator/0.114.0/revisions/no-crds/r001/variant-revision.yaml,recipes/open-telemetry/opentelemetry-operator/0.114.0,packages/open-telemetry/opentelemetry-operator/0.114.0,partial,recipes/open-telemetry/opentelemetry-operator/0.114.0/source-lock.yaml;recipes/open-telemetry/opentelemetry-operator/0.114.0/CATALOG.md;recipes/open-telemetry/opentelemetry-operator/0.114.0/revisions/default/r001/variant-revision.yaml;recipes/open-telemetry/opentelemetry-operator/0.114.0/helm-pain-report.yaml;recipes/open-telemetry/opentelemetry-operator/0.114.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/open-telemetry/opentelemetry-operator/0.114.0/value-model.yaml;recipes/open-telemetry/opentelemetry-operator/0.114.0/helm-plan.yaml;recipes/open-telemetry/opentelemetry-operator/0.114.0/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv;data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md;site/catalog.json,,,crds;existing-secret;extension-slots,,,,,,,,,,,an existing Secret for some bases (buildable — not yet run); a CRD ownership choice (crds vs no-crds base),exact rendered objects with render parity and receipts; CRD handling split into explicit bases; extension slots routed to reviewed bases,run catalog promotion review
93,percona/pg-operator,3.0.0,works-with-operator-review,not-yet-public-catalog-proof-ready,default,recipes/percona/pg-operator/3.0.0/CATALOG.md,"proof-grade-ready-for-promotion-review (render parity 2/2, local live 2/2, live parity 1/2)",default;no-crds,default render=pass confighub=pass local=pass gitops=pass live-parity=pass two-cluster=pass; no-crds render=pass confighub=pass local=pass gitops=missing live-parity=missing two-cluster=missing,recipes/percona/pg-operator/3.0.0/revisions/default/r001/variant-revision.yaml;recipes/percona/pg-operator/3.0.0/revisions/no-crds/r001/variant-revision.yaml,recipes/percona/pg-operator/3.0.0,packages/percona/pg-operator/3.0.0,partial,recipes/percona/pg-operator/3.0.0/source-lock.yaml;recipes/percona/pg-operator/3.0.0/CATALOG.md;recipes/percona/pg-operator/3.0.0/revisions/default/r001/variant-revision.yaml;recipes/percona/pg-operator/3.0.0/helm-pain-report.yaml;recipes/percona/pg-operator/3.0.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/percona/pg-operator/3.0.0/value-model.yaml;recipes/percona/pg-operator/3.0.0/helm-plan.yaml;recipes/percona/pg-operator/3.0.0/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv;data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md;site/catalog.json,,,crds,,,,,,,runs/live-helm-confighub-compare/percona-pg-operator-default/receipt.yaml,,,,a CRD ownership choice (crds vs no-crds base),exact rendered objects with render parity and receipts; CRD handling split into explicit bases,run catalog promotion review
94,percona/psmdb-operator,1.22.0,works-with-operator-review,not-yet-public-catalog-proof-ready,default,recipes/percona/psmdb-operator/1.22.0/CATALOG.md,"proof-grade-ready-for-promotion-review (render parity 2/2, local live 2/2, live parity 1/2)",default;no-crds,default render=pass confighub=pass local=pass gitops=pass live-parity=pass two-cluster=pass; no-crds render=pass confighub=pass local=pass gitops=missing live-parity=missing two-cluster=missing,recipes/percona/psmdb-operator/1.22.0/revisions/default/r001/variant-revision.yaml;recipes/percona/psmdb-operator/1.22.0/revisions/no-crds/r001/variant-revision.yaml,recipes/percona/psmdb-operator/1.22.0,packages/percona/psmdb-operator/1.22.0,partial,recipes/percona/psmdb-operator/1.22.0/source-lock.yaml;recipes/percona/psmdb-operator/1.22.0/CATALOG.md;recipes/percona/psmdb-operator/1.22.0/revisions/default/r001/variant-revision.yaml;recipes/percona/psmdb-operator/1.22.0/helm-pain-report.yaml;recipes/percona/psmdb-operator/1.22.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/percona/psmdb-operator/1.22.0/value-model.yaml;recipes/percona/psmdb-operator/1.22.0/helm-plan.yaml;recipes/percona/psmdb-operator/1.22.0/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv;data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md;site/catalog.json,,,crds,,,,,,,runs/live-helm-confighub-compare/percona-psmdb-operator-default/receipt.yaml,,,,a CRD ownership choice (crds vs no-crds base),exact rendered objects with render parity and receipts; CRD handling split into explicit bases,run catalog promotion review
95,rook-release/rook-ceph,v1.19.5,needs-better-base-variant,not-yet-user-ready,default,recipes/rook-release/rook-ceph/v1.19.5/CATALOG.md,"proof-grade-needs-user-shaped-variant (render parity 1/1, local live 1/1, live parity 0/1)",default,default render=pass confighub=pass local=pass gitops=missing live-parity=missing two-cluster=missing,recipes/rook-release/rook-ceph/v1.19.5/revisions/default/r001/variant-revision.yaml,recipes/rook-release/rook-ceph/v1.19.5,packages/rook-release/rook-ceph/v1.19.5,partial,recipes/rook-release/rook-ceph/v1.19.5/source-lock.yaml;recipes/rook-release/rook-ceph/v1.19.5/CATALOG.md;recipes/rook-release/rook-ceph/v1.19.5/revisions/default/r001/variant-revision.yaml;recipes/rook-release/rook-ceph/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph/v1.19.5/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/rook-release/rook-ceph/v1.19.5/value-model.yaml;recipes/rook-release/rook-ceph/v1.19.5/helm-plan.yaml;recipes/rook-release/rook-ceph/v1.19.5/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv;data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md;site/catalog.json,,,crds,,,,,,,,,,,"a CRD ownership choice (crds vs no-crds base); your wanted install shape, until a reviewed base exists",exact rendered objects with render parity and receipts; CRD handling split into explicit bases,add at least one user-shaped variant before catalog promotion
96,rook-release/rook-ceph-cluster,v1.19.5,needs-better-base-variant,not-yet-user-ready,default,recipes/rook-release/rook-ceph-cluster/v1.19.5/CATALOG.md,"proof-grade-needs-user-shaped-variant (render parity 1/1, local live 1/1, live parity 0/1)",default,default render=pass confighub=pass local=pass gitops=missing live-parity=missing two-cluster=missing,recipes/rook-release/rook-ceph-cluster/v1.19.5/revisions/default/r001/variant-revision.yaml,recipes/rook-release/rook-ceph-cluster/v1.19.5,packages/rook-release/rook-ceph-cluster/v1.19.5,partial,recipes/rook-release/rook-ceph-cluster/v1.19.5/source-lock.yaml;recipes/rook-release/rook-ceph-cluster/v1.19.5/CATALOG.md;recipes/rook-release/rook-ceph-cluster/v1.19.5/revisions/default/r001/variant-revision.yaml;recipes/rook-release/rook-ceph-cluster/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph-cluster/v1.19.5/control-points.yaml;data/outcome-coverage/feature-outcomes.csv;recipes/rook-release/rook-ceph-cluster/v1.19.5/value-model.yaml;recipes/rook-release/rook-ceph-cluster/v1.19.5/helm-plan.yaml;recipes/rook-release/rook-ceph-cluster/v1.19.5/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv;data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md;site/catalog.json,,,existing-secret;extension-slots,,,,,,,,,,,"an existing Secret for some bases (buildable — not yet run); your wanted install shape, until a reviewed base exists",exact rendered objects with render parity and receipts; extension slots routed to reviewed bases,add at least one user-shaped variant before catalog promotion
