chart,version,variant,lane,lane_label,state,reason,next_action,support_artifact,owner,completion_class,command
nats/surveyor,0.20.9,default,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/surveyor-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
nfs-subdir-external-provisioner/nfs-subdir-external-provisioner,4.0.18,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
nfs-subdir-external-provisioner/nfs-subdir-external-provisioner,4.0.18,default + review,promotion,variant-promotion (not-applicable-candidate),not-applicable-candidate,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
nfs-subdir-external-provisioner/nfs-subdir-external-provisioner,4.0.18,default,G,gitops-oci-live,blocked,helm-runtime: upstream leg blocked,"Catalog work: reconcile the base, render context, target facts, or semantic contract with the live Helm result, then rerun.",,catalog,needs-modeling,npm run live-parity:run -- --recipe recipes/nfs-subdir-external-provisioner/nfs-subdir-external-provisioner/4.0.18 --base default
nfs-subdir-external-provisioner/nfs-subdir-external-provisioner,4.0.18,default,K,two-cluster-kind,blocked,render-input: required Helm values missing,"Provide the required values in the base/variant, then the row can move to pass.",runs/live-kind-parity/nfs-subdir-external-provisioner-nfs-subdir-external-provisioner-default/receipt.yaml,user,needs-modeling,
nfs-subdir-external-provisioner/nfs-subdir-external-provisioner,4.0.18,default,L,local-live,fail,"local-live fail: admission-or-rbac: apply: The Deployment ""nfs-subdir-external-provisioner"" is invalid: * spec.template.spec.volumes[0].nfs.server: Required value * spec.template.spec.containers[0].volumeMounts[0].name: Not found: ""nfs-subdir","Decide whether the base needs a permission/admission preflight, a different target scope, or a rejected support boundary.",runs/next80-local-kind/nfs-subdir-external-provisioner-nfs-subdir-external-provisioner-4.0.18-default/observation-receipt.yaml,admission-or-rbac,needs-modeling,npm run live-parity:run -- --recipe recipes/nfs-subdir-external-provisioner/nfs-subdir-external-provisioner/4.0.18 --base default
nfs-subdir-external-provisioner/nfs-subdir-external-provisioner,4.0.18,default,P,live-helm-vs-confighub-parity,blocked,helm-runtime: upstream leg blocked,"Catalog work: reconcile the base, render context, target facts, or semantic contract with the live Helm result, then rerun.",,catalog,needs-modeling,npm run live-parity:run -- --recipe recipes/nfs-subdir-external-provisioner/nfs-subdir-external-provisioner/4.0.18 --base default
nfs-subdir-external-provisioner/nfs-subdir-external-provisioner,4.0.18,default,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/nfs-provisioner-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
nfs-subdir-external-provisioner/nfs-subdir-external-provisioner,4.0.18,storage-default-reviewed,promotion,variant-promotion (not-applicable-candidate),not-applicable-candidate,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
open-telemetry/opentelemetry-operator,0.114.0,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
open-telemetry/opentelemetry-operator,0.114.0,default,G,gitops-oci-live,watch,gitops-runtime: Argo health Progressing (parity passed),"Review the controller-health residue (aggregate vs per-resource health, sync state) and refresh the gitops-runtime-review support artifact.",recipes/open-telemetry/opentelemetry-operator/0.114.0/gitops-runtime-review.yaml,needs GitOps controller-health review,already-decided,npm run live-parity:run -- --recipe recipes/open-telemetry/opentelemetry-operator/0.114.0 --base default
open-telemetry/opentelemetry-operator,0.114.0,default,L,local-live,blocked,local-live blocked: inspect-receipt: target fact CRDs: source variant jetstack/cert-manager@v1.20.2/crds-enabled render missing,Read the receipt and add a classifier rule only after the product route is clear.,runs/next80-local-kind/open-telemetry-opentelemetry-operator-0.114.0-default/observation-receipt.yaml,inspect-receipt,needs-target-or-prereq-fix,npm run live-parity:run -- --recipe recipes/open-telemetry/opentelemetry-operator/0.114.0 --base default
open-telemetry/opentelemetry-operator,0.114.0,default,P,live-helm-vs-confighub-parity,watch,gitops-runtime: Argo health Progressing (parity passed),"Review the controller-health residue (aggregate vs per-resource health, sync state) and refresh the gitops-runtime-review support artifact.",recipes/open-telemetry/opentelemetry-operator/0.114.0/gitops-runtime-review.yaml,needs GitOps controller-health review,already-decided,npm run live-parity:run -- --recipe recipes/open-telemetry/opentelemetry-operator/0.114.0 --base default
open-telemetry/opentelemetry-operator,0.114.0,default,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/opentelemetry-operator-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
open-telemetry/opentelemetry-operator,0.114.0,no-crds,G,gitops-oci-live,watch,gitops-runtime: Argo health Progressing (parity passed),"Review the controller-health residue (aggregate vs per-resource health, sync state) and refresh the gitops-runtime-review support artifact.",recipes/open-telemetry/opentelemetry-operator/0.114.0/gitops-runtime-review.yaml,needs GitOps controller-health review,already-decided,npm run live-parity:run -- --recipe recipes/open-telemetry/opentelemetry-operator/0.114.0 --base no-crds
open-telemetry/opentelemetry-operator,0.114.0,no-crds,L,local-live,blocked,local-live blocked: webhook-cert-lifecycle: deployment/opentelemetry-operator: prerequisite-blocked (stuck creating: missing mount/secret/config) (node-collector-df9b9bcd9-nnjs4[Completed ready=false restarts=0;] opentelemetry-operator-7b79f764b-kfcxt[ContainerCreating ready=false restarts=0;] scan-vuln,"Model the serving certificate as a generated fact, target fact, cert-manager dependency, preflight, or explicit lifecycle action, then rerun.",runs/next80-local-kind/open-telemetry-opentelemetry-operator-0.114.0-no-crds/observation-receipt.yaml,webhook-cert-lifecycle,needs-target-or-prereq-fix,npm run live-parity:run -- --recipe recipes/open-telemetry/opentelemetry-operator/0.114.0 --base no-crds
open-telemetry/opentelemetry-operator,0.114.0,no-crds,P,live-helm-vs-confighub-parity,watch,gitops-runtime: Argo health Progressing (parity passed),"Review the controller-health residue (aggregate vs per-resource health, sync state) and refresh the gitops-runtime-review support artifact.",recipes/open-telemetry/opentelemetry-operator/0.114.0/gitops-runtime-review.yaml,needs GitOps controller-health review,already-decided,npm run live-parity:run -- --recipe recipes/open-telemetry/opentelemetry-operator/0.114.0 --base no-crds
open-telemetry/opentelemetry-operator,0.114.0,no-crds,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/opentelemetry-operator-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
opencost/opencost,2.5.21,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
opencost/opencost,2.5.21,cluster-metrics-readonly,promotion,variant-promotion (not-applicable-candidate),not-applicable-candidate,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
opencost/opencost,2.5.21,default + review,promotion,variant-promotion (not-applicable-candidate),not-applicable-candidate,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
opencost/opencost,2.5.21,default,G,gitops-oci-live,watch,target-runtime: pod config/runtime errors (parity passed),Review the runtime residue (pod errors / not ready) on the target and record a runtime-review support artifact.,,needs runtime review,already-decided,npm run live-parity:run -- --recipe recipes/opencost/opencost/2.5.21 --base default
opencost/opencost,2.5.21,default,K,two-cluster-kind,blocked,target-runtime: pod crash loop (parity passed),Review the runtime residue (crash loop / readiness) on the target and record a runtime-review support artifact.,runs/live-kind-parity/opencost-opencost-default/receipt.yaml,needs runtime review,needs-target-or-prereq-fix,
opencost/opencost,2.5.21,default,L,local-live,fail,local-live fail: runtime-readiness: deployment/opencost: not-ready (opencost-6545848947-wcs2m[CrashLoopBackOff ready=false restarts=4; ready=true restarts=0;]),"Inspect pod logs/events, decide whether the issue is target policy, lifecycle, chart configuration, or a better base, then rerun.",runs/next80-local-kind/opencost-opencost-2.5.21-default/observation-receipt.yaml,runtime-readiness,needs-target-or-prereq-fix,npm run live-parity:run -- --recipe recipes/opencost/opencost/2.5.21 --base default
opencost/opencost,2.5.21,default,P,live-helm-vs-confighub-parity,watch,target-runtime: pod config/runtime errors (parity passed),Review the runtime residue (pod errors / not ready) on the target and record a runtime-review support artifact.,,needs runtime review,already-decided,npm run live-parity:run -- --recipe recipes/opencost/opencost/2.5.21 --base default
opencost/opencost,2.5.21,default,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/opencost-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
percona/pg-operator,3.0.0,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
percona/pg-operator,3.0.0,default,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/pg-operator-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
percona/pg-operator,3.0.0,no-crds + crd,promotion,variant-promotion (not-applicable-candidate),not-applicable-candidate,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
percona/pg-operator,3.0.0,no-crds,K,two-cluster-kind,watch,target-prerequisite: CRDs disabled or missing (parity passed),"Stage the chart's CRDs as target facts (or pick a CRD-rendering base), then the row can move to pass.",runs/live-kind-parity/percona-pg-operator-no-crds/receipt.yaml,user,already-decided,npm run kind-parity:run -- --recipe recipes/percona/pg-operator/3.0.0 --base no-crds
percona/pg-operator,3.0.0,no-crds,lifecycle,lifecycle-observed,todo,chart has hook/lifecycle behavior with no live observation yet,"decide and record the lifecycle route, then observe it live",,catalog,needs-run,
percona/pg-operator,3.0.0,no-crds,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/pg-operator-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
percona/psmdb-operator,1.22.0,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
percona/psmdb-operator,1.22.0,default,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/psmdb-operator-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
percona/psmdb-operator,1.22.0,no-crds,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/psmdb-operator-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
percona/pxc-operator,1.19.1,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
percona/pxc-operator,1.19.1,default,lifecycle,lifecycle-observed,todo,chart has hook/lifecycle behavior with no live observation yet,"decide and record the lifecycle route, then observe it live",,catalog,needs-run,
percona/pxc-operator,1.19.1,default,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/pxc-operator-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
percona/pxc-operator,1.19.1,no-crds + external-api,promotion,variant-promotion (not-applicable-candidate),not-applicable-candidate,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
percona/pxc-operator,1.19.1,no-crds,K,two-cluster-kind,watch,helm-runtime: upstream not ready (parity passed),Review the runtime residue (crash loop / readiness) on the target and record a runtime-review support artifact.,runs/live-kind-parity/percona-pxc-operator-no-crds/receipt.yaml,needs runtime review,already-decided,npm run kind-parity:run -- --recipe recipes/percona/pxc-operator/1.19.1 --base no-crds
percona/pxc-operator,1.19.1,no-crds,L,local-live,blocked,local-live blocked: runtime-readiness: deployment/pxc-operator: prerequisite-blocked (stuck creating: missing mount/secret/config) (kibana-kibana-9bf64bc55-qm87r[ContainerCreating ready=false restarts=0;] pxc-operator-5f59645bd-ctt85[CrashLoopBackOff ready=false restarts=4;] rollout-operator),"Inspect pod logs/events, decide whether the issue is target policy, lifecycle, chart configuration, or a better base, then rerun.",runs/next80-local-kind/percona-pxc-operator-1.19.1-no-crds/observation-receipt.yaml,runtime-readiness,needs-target-or-prereq-fix,
percona/pxc-operator,1.19.1,no-crds,lifecycle,lifecycle-observed,todo,chart has hook/lifecycle behavior with no live observation yet,"decide and record the lifecycle route, then observe it live",,catalog,needs-run,
percona/pxc-operator,1.19.1,no-crds,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/pxc-operator-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
projectcalico/tigera-operator,v3.32.0,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
projectcalico/tigera-operator,v3.32.0,controller-default-reviewed,promotion,variant-promotion (not-applicable-candidate),not-applicable-candidate,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
projectcalico/tigera-operator,v3.32.0,default + crd,promotion,variant-promotion (not-applicable-candidate),not-applicable-candidate,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
projectcalico/tigera-operator,v3.32.0,default,G,gitops-oci-live,blocked,crd-bootstrap: required CRDs missing before custom resources apply,"Use the target-prerequisite plan to stage or split the CRD bootstrap, then rerun live parity and record the operator readiness.",recipes/projectcalico/tigera-operator/v3.32.0/target-prerequisite-plan.yaml,catalog or operator,needs-modeling,npm run live-parity:run -- --recipe recipes/projectcalico/tigera-operator/v3.32.0 --base default
projectcalico/tigera-operator,v3.32.0,default,K,two-cluster-kind,blocked,target-prerequisite: CRDs missing,"Stage the chart's CRDs as target facts (or pick a CRD-rendering base), then the row can move to pass.",runs/live-kind-parity/projectcalico-tigera-operator-default/receipt.yaml,user,needs-target-or-prereq-fix,
projectcalico/tigera-operator,v3.32.0,default,L,local-live,blocked,"local-live blocked: lifecycle-ordering: apply: resource mapping not found for name: ""default"" namespace: """" from ""STDIN"": no matches for kind ""APIServer"" in version ""operator.tigera.io/v1"" ensure CRDs are installed first resource mapping not found","Use the lifecycle route for this chart, then observe the staged apply or cleanup sequence with a receipt.",runs/next80-local-kind/projectcalico-tigera-operator-v3.32.0-default/observation-receipt.yaml,lifecycle-ordering,needs-target-or-prereq-fix,npm run live-parity:run -- --recipe recipes/projectcalico/tigera-operator/v3.32.0 --base default
projectcalico/tigera-operator,v3.32.0,default,lifecycle,lifecycle-observed,todo,chart has hook/lifecycle behavior with no live observation yet,"decide and record the lifecycle route, then observe it live",,catalog,needs-run,
projectcalico/tigera-operator,v3.32.0,default,P,live-helm-vs-confighub-parity,blocked,crd-bootstrap: required CRDs missing before custom resources apply,"Use the target-prerequisite plan to stage or split the CRD bootstrap, then rerun live parity and record the operator readiness.",recipes/projectcalico/tigera-operator/v3.32.0/target-prerequisite-plan.yaml,catalog or operator,needs-modeling,npm run live-parity:run -- --recipe recipes/projectcalico/tigera-operator/v3.32.0 --base default
projectcalico/tigera-operator,v3.32.0,default,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/tigera-operator-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
prometheus-community/alertmanager,1.37.0,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/alertmanager,1.37.0,default,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/alertmanager-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
prometheus-community/alertmanager,1.37.0,ha,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/alertmanager-ha-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
prometheus-community/kube-prometheus-stack,85.3.3,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/kube-prometheus-stack,85.3.3,default,K,two-cluster-kind,todo,single-cluster local live passes; this live lane is runnable but not yet recorded,run the two-cluster kind parity lane,runs/live-kind-parity/prometheus-community-kube-prometheus-stack-default/receipt.yaml,either,needs-run,
prometheus-community/kube-prometheus-stack,85.3.3,default,lifecycle,lifecycle-observed,todo,lifecycle route(s) defined (observed:7) but not yet observed live,"decide and record the lifecycle route, then observe it live",data/lifecycle-routes/summary.md,catalog,needs-run,
prometheus-community/kube-prometheus-stack,85.3.3,default,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/kube-prometheus-stack-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/kube-prometheus-stack,85.3.3,no-crds,K,two-cluster-kind,todo,single-cluster local live passes; this live lane is runnable but not yet recorded,run the two-cluster kind parity lane,runs/live-kind-parity/prometheus-community-kube-prometheus-stack-no-crds/receipt.yaml,either,needs-run,
prometheus-community/kube-prometheus-stack,85.3.3,no-crds,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/kube-prometheus-stack-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/kube-prometheus-stack,86.1.0,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/kube-prometheus-stack,86.1.0,default,K,two-cluster-kind,blocked,semantic object parity issue: missing=0 extra=11 diffs=0; extra=apiextensions.k8s.io/v1|CustomResourceDefinition||alertmanagerconfigs.monitoring.coreos.com; apiextensions.k8s.io/v1|CustomResourceDefinition||alertmanagers.monitoring.coreos.com; apiextensions.k8s.io/v1|CustomResourceDefinition||podmonitors.monitoring.coreos.com; apiextensions.k8s.io/v1|CustomResourceDefinition||probes.monitoring.coreos.com; apiextensions.k8s.io/v1|CustomResourceDefinition||prometheusagents.monitoring.coreos.com; apiextensions.k8s.io/v1|CustomResourceDefinition||prometheuses.monitoring.coreos.com,"Catalog work: update the base, render context, target facts, or semantic contract so the installer package matches the live Helm result, then rerun.",runs/live-kind-parity/prometheus-community-kube-prometheus-stack-default/receipt.yaml,catalog,needs-modeling,
prometheus-community/kube-prometheus-stack,86.1.0,default,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/cl-kube-prometheus-stack-86-1-0-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/kube-prometheus-stack,86.1.0,no-crds,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/cl-kube-prometheus-stack-86-1-0-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/kube-state-metrics,7.4.0,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/kube-state-metrics,7.4.0,cluster-metrics-readonly,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/kube-state-metrics-cluster-metrics-readonly-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/kube-state-metrics,7.4.0,default,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/kube-state-metrics-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/prometheus-adapter,5.3.0,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/prometheus-adapter,5.3.0,apiservice-v1-capability,lifecycle,lifecycle-observed,todo,chart has hook/lifecycle behavior with no live observation yet,"decide and record the lifecycle route, then observe it live",,catalog,needs-run,
prometheus-community/prometheus-adapter,5.3.0,apiservice-v1-capability,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/prometheus-adapter-apiservice-v1-capability-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/prometheus-adapter,5.3.0,cluster-metrics-readonly + crd,promotion,variant-promotion (not-applicable-candidate),not-applicable-candidate,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/prometheus-adapter,5.3.0,cluster-metrics-readonly,G,gitops-oci-live,blocked,capability-profile: rendered APIService version is not served by target Kubernetes,"Use or promote the base rendered for the target API set, then rerun live parity. For prometheus-adapter on modern Kubernetes, use the apiservice-v1-capability base.",recipes/prometheus-community/prometheus-adapter/5.3.0/CATALOG.md,catalog,needs-modeling,npm run live-parity:run -- --recipe recipes/prometheus-community/prometheus-adapter/5.3.0 --base cluster-metrics-readonly
prometheus-community/prometheus-adapter,5.3.0,cluster-metrics-readonly,K,two-cluster-kind,blocked,target-prerequisite: CRDs missing,"Stage the chart's CRDs as target facts (or pick a CRD-rendering base), then the row can move to pass.",runs/live-kind-parity/prometheus-community-prometheus-adapter-cluster-metrics-readonly/receipt.yaml,user,needs-modeling,
prometheus-community/prometheus-adapter,5.3.0,cluster-metrics-readonly,L,local-live,blocked,"local-live blocked: api-version-unsupported: apply: error: resource mapping not found for name: ""v1beta1.custom.metrics.k8s.io"" namespace: """" from ""STDIN"": no matches for kind ""APIService"" in version ""apiregistration.k8s.io/v1beta1"" ensure CRDs are ins","Use a supported chart version, compatibility base, or target Kubernetes profile before rerun.",runs/next80-local-kind/prometheus-community-prometheus-adapter-5.3.0-cluster-metrics-readonly/observation-receipt.yaml,api-version-unsupported,needs-modeling,npm run live-parity:run -- --recipe recipes/prometheus-community/prometheus-adapter/5.3.0 --base cluster-metrics-readonly
prometheus-community/prometheus-adapter,5.3.0,cluster-metrics-readonly,lifecycle,lifecycle-observed,todo,chart has hook/lifecycle behavior with no live observation yet,"decide and record the lifecycle route, then observe it live",,catalog,needs-run,
prometheus-community/prometheus-adapter,5.3.0,cluster-metrics-readonly,P,live-helm-vs-confighub-parity,blocked,capability-profile: rendered APIService version is not served by target Kubernetes,"Use or promote the base rendered for the target API set, then rerun live parity. For prometheus-adapter on modern Kubernetes, use the apiservice-v1-capability base.",recipes/prometheus-community/prometheus-adapter/5.3.0/CATALOG.md,catalog,needs-modeling,npm run live-parity:run -- --recipe recipes/prometheus-community/prometheus-adapter/5.3.0 --base cluster-metrics-readonly
prometheus-community/prometheus-adapter,5.3.0,cluster-metrics-readonly,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/prometheus-adapter-cluster-metrics-readonly-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/prometheus-adapter,5.3.0,default + crd,promotion,variant-promotion (not-applicable-candidate),not-applicable-candidate,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
prometheus-community/prometheus-adapter,5.3.0,default,G,gitops-oci-live,blocked,capability-profile: rendered APIService version is not served by target Kubernetes,"Use or promote the base rendered for the target API set, then rerun live parity. For prometheus-adapter on modern Kubernetes, use the apiservice-v1-capability base.",recipes/prometheus-community/prometheus-adapter/5.3.0/CATALOG.md,catalog,needs-modeling,npm run live-parity:run -- --recipe recipes/prometheus-community/prometheus-adapter/5.3.0 --base default
prometheus-community/prometheus-adapter,5.3.0,default,K,two-cluster-kind,blocked,target-prerequisite: CRDs missing,"Stage the chart's CRDs as target facts (or pick a CRD-rendering base), then the row can move to pass.",runs/live-kind-parity/prometheus-community-prometheus-adapter-default/receipt.yaml,user,needs-modeling,
