row_kind,catalog_layer,customization_layer,row_status,custom_discussion,candidate_source,candidate_state,candidate_inputs,candidate_required_before,parent_base,downstream_space,target_run_status,target_run_receipt,target_run_blockers,chart,version,variant,catalog_tier,adoption_bucket,quirk_features,hard_gap,strongest_evidence,next_action,hook_count,hook_disposition,hook_evidence_version,hook_live_status,lifecycle_route_contract,lifecycle_route_count,lifecycle_route_dispositions,lifecycle_route_execution_modes,lifecycle_route_safe_automatic,lifecycle_route_evidence_version,lifecycle_route_contract_path,lifecycle_route_json_path,render_intent_state,render_intent_next_action,render_intent_path,render_intent_lifecycle_state,render_intent_lifecycle_reason,render_intent_lifecycle_next_action,render_intent_target_state,render_intent_target_reason,render_intent_target_next_action,render_intent_target_requirement_count,render_intent_target_action_count,lane_render_parity,lane_confighub_scan_ops,lane_local_kind,lane_lifecycle_observed,lane_gitops_oci_live,lane_live_dual_parity,lane_two_cluster_kind,core_lanes_complete,outcome_level,production_decision,production_target_scope,variant_promotion,variant_promotion_status,variant_promotion_evidence,variant_promotion_reason,variant_promotion_next_action,active_proof_next_step,active_proof_readiness,active_proof_reason,active_proof_command,active_proof_support_artifact,recipe_path,recipe_catalog_path,variant_path,package_base_path,variant_revision_path,source_lock_path,source_repository_url,source_content_url,github_recipe_url,github_catalog_url,github_package_base_url,completion_action,completion_action_summary,completion_action_families,completion_deferred_cells,completion_owner_lanes
base,F2a,F2a honest default base,real,no,,,,,,,,,,argo-cd/argo-cd,10.1.3,default,,,,,,,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/argo-cd-argo-cd-10-1-3-default.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,attached,1 target prerequisite declared by this base.,,1,0,yes,todo,todo,n/a,todo,todo,todo,no,render-parity,todo,,todo,missing-status,,no server-side promotion status row exists yet for this base,generate or run the server-side variant promotion status for this base,,,,,,recipes/argo-cd/argo-cd/10.1.3,data/kubara-catalog-release/recipe-views/recipes/argo-cd/argo-cd/10.1.3/CATALOG.md,recipes/argo-cd/argo-cd/10.1.3/variants/default/variant.yaml,packages/argo-cd/argo-cd/10.1.3/bases/default,recipes/argo-cd/argo-cd/10.1.3/revisions/default/r001/variant-revision.yaml,recipes/argo-cd/argo-cd/10.1.3/source-lock.yaml,https://argoproj.github.io/argo-helm,,https://github.com/confighub/helm-expt/tree/main/recipes/argo-cd/argo-cd/10.1.3,https://github.com/confighub/helm-expt/blob/main/data/kubara-catalog-release/recipe-views/recipes/argo-cd/argo-cd/10.1.3/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/argo-cd/argo-cd/10.1.3/bases/default,-,,,0,
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,argo-cd/argo-cd,10.1.3,no-crds,,,,,,,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/argo-cd-argo-cd-10-1-3-no-crds.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,attached,4 target prerequisites declared by this base.,,4,0,yes,todo,todo,n/a,no,todo,todo,no,render-parity,todo,,todo,missing-status,,no server-side promotion status row exists yet for this base,generate or run the server-side variant promotion status for this base,,,,,,recipes/argo-cd/argo-cd/10.1.3,data/kubara-catalog-release/recipe-views/recipes/argo-cd/argo-cd/10.1.3/CATALOG.md,recipes/argo-cd/argo-cd/10.1.3/variants/no-crds/variant.yaml,packages/argo-cd/argo-cd/10.1.3/bases/no-crds,recipes/argo-cd/argo-cd/10.1.3/revisions/no-crds/r001/variant-revision.yaml,recipes/argo-cd/argo-cd/10.1.3/source-lock.yaml,https://argoproj.github.io/argo-helm,,https://github.com/confighub/helm-expt/tree/main/recipes/argo-cd/argo-cd/10.1.3,https://github.com/confighub/helm-expt/blob/main/data/kubara-catalog-release/recipe-views/recipes/argo-cd/argo-cd/10.1.3/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/argo-cd/argo-cd/10.1.3/bases/no-crds,-,,,0,
source,F1,F1 upstream chart source,real,no,,,,,,,,,,argo-cd/argo-cd,10.2.1,(source),,source-chart,,,source-lock,choose or create an F2 base before rendering or deploying,,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,source-lock,n/a,,n/a,not-applicable-source,,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,,,,,recipes/argo-cd/argo-cd/10.2.1,data/kubara-catalog-release/recipe-views/recipes/argo-cd/argo-cd/10.2.1/CATALOG.md,,,,recipes/argo-cd/argo-cd/10.2.1/source-lock.yaml,https://argoproj.github.io/argo-helm,,https://github.com/confighub/helm-expt/tree/main/recipes/argo-cd/argo-cd/10.2.1,https://github.com/confighub/helm-expt/blob/main/data/kubara-catalog-release/recipe-views/recipes/argo-cd/argo-cd/10.2.1/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/argo-cd/argo-cd/10.2.1/bases/default,-,,,0,
base,F2a,F2a honest default base,real,no,,,,,,,,,,argo-cd/argo-cd,10.2.1,default,,,,,,,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/argo-cd-argo-cd-10-2-1-default.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,attached,1 target prerequisite declared by this base.,,1,0,yes,todo,todo,n/a,todo,todo,todo,no,render-parity,todo,,todo,missing-status,,no server-side promotion status row exists yet for this base,generate or run the server-side variant promotion status for this base,,,,,,recipes/argo-cd/argo-cd/10.2.1,data/kubara-catalog-release/recipe-views/recipes/argo-cd/argo-cd/10.2.1/CATALOG.md,recipes/argo-cd/argo-cd/10.2.1/variants/default/variant.yaml,packages/argo-cd/argo-cd/10.2.1/bases/default,recipes/argo-cd/argo-cd/10.2.1/revisions/default/r001/variant-revision.yaml,recipes/argo-cd/argo-cd/10.2.1/source-lock.yaml,https://argoproj.github.io/argo-helm,,https://github.com/confighub/helm-expt/tree/main/recipes/argo-cd/argo-cd/10.2.1,https://github.com/confighub/helm-expt/blob/main/data/kubara-catalog-release/recipe-views/recipes/argo-cd/argo-cd/10.2.1/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/argo-cd/argo-cd/10.2.1/bases/default,-,,,0,
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,argo-cd/argo-cd,10.2.1,no-crds,,,,,,,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/argo-cd-argo-cd-10-2-1-no-crds.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,attached,4 target prerequisites declared by this base.,,4,0,yes,todo,todo,n/a,no,todo,todo,no,render-parity,todo,,todo,missing-status,,no server-side promotion status row exists yet for this base,generate or run the server-side variant promotion status for this base,,,,,,recipes/argo-cd/argo-cd/10.2.1,data/kubara-catalog-release/recipe-views/recipes/argo-cd/argo-cd/10.2.1/CATALOG.md,recipes/argo-cd/argo-cd/10.2.1/variants/no-crds/variant.yaml,packages/argo-cd/argo-cd/10.2.1/bases/no-crds,recipes/argo-cd/argo-cd/10.2.1/revisions/no-crds/r001/variant-revision.yaml,recipes/argo-cd/argo-cd/10.2.1/source-lock.yaml,https://argoproj.github.io/argo-helm,,https://github.com/confighub/helm-expt/tree/main/recipes/argo-cd/argo-cd/10.2.1,https://github.com/confighub/helm-expt/blob/main/data/kubara-catalog-release/recipe-views/recipes/argo-cd/argo-cd/10.2.1/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/argo-cd/argo-cd/10.2.1/bases/no-crds,-,,,0,
source,F1,F1 upstream chart source,real,no,,,,,,,,,,argo-cd/argo-events,2.4.21,(source),next80-proof-grade,source-chart,,,source-lock,choose or create an F2 base before rendering or deploying,,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,source-lock,n/a,,n/a,not-applicable-source,,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,,,,,recipes/argo-cd/argo-events/2.4.21,recipes/argo-cd/argo-events/2.4.21/CATALOG.md,,,,recipes/argo-cd/argo-events/2.4.21/source-lock.yaml,https://argoproj.github.io/argo-helm,,https://github.com/confighub/helm-expt/tree/main/recipes/argo-cd/argo-events/2.4.21,https://github.com/confighub/helm-expt/blob/main/recipes/argo-cd/argo-events/2.4.21/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/argo-cd/argo-events/2.4.21/bases/default,-,,,0,
base,F2a,F2a honest default base,real,no,,,,,,,,,,argo-cd/argo-events,2.4.21,default,next80-proof-grade,promote-after-review,,,live-helm-vs-confighub-parity,run catalog promotion review,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/argo-cd-argo-events-2-4-21-default.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,yes,yes,n/a,yes,yes,yes,yes,live-parity,todo,,yes,proven,runs/argo-events-default-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,,,,,,recipes/argo-cd/argo-events/2.4.21,recipes/argo-cd/argo-events/2.4.21/CATALOG.md,recipes/argo-cd/argo-events/2.4.21/variants/default/variant.yaml,packages/argo-cd/argo-events/2.4.21/bases/default,recipes/argo-cd/argo-events/2.4.21/revisions/default/r001/variant-revision.yaml,recipes/argo-cd/argo-events/2.4.21/source-lock.yaml,https://argoproj.github.io/argo-helm,,https://github.com/confighub/helm-expt/tree/main/recipes/argo-cd/argo-events/2.4.21,https://github.com/confighub/helm-expt/blob/main/recipes/argo-cd/argo-events/2.4.21/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/argo-cd/argo-events/2.4.21/bases/default,-,,,0,
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,argo-cd/argo-events,2.4.21,no-crds,next80-proof-grade,promote-after-review,,,live-helm-vs-confighub-parity,run catalog promotion review,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/argo-cd-argo-events-2-4-21-no-crds.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,yes,yes,n/a,yes,yes,yes,yes,live-parity,todo,,yes,proven,runs/argo-events-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,,,,,,recipes/argo-cd/argo-events/2.4.21,recipes/argo-cd/argo-events/2.4.21/CATALOG.md,recipes/argo-cd/argo-events/2.4.21/variants/no-crds/variant.yaml,packages/argo-cd/argo-events/2.4.21/bases/no-crds,recipes/argo-cd/argo-events/2.4.21/revisions/no-crds/r001/variant-revision.yaml,recipes/argo-cd/argo-events/2.4.21/source-lock.yaml,https://argoproj.github.io/argo-helm,,https://github.com/confighub/helm-expt/tree/main/recipes/argo-cd/argo-events/2.4.21,https://github.com/confighub/helm-expt/blob/main/recipes/argo-cd/argo-events/2.4.21/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/argo-cd/argo-events/2.4.21/bases/no-crds,-,,,0,
source,F1,F1 upstream chart source,real,no,,,,,,,,,,argo-cd/argo-rollouts,2.40.9,(source),next80-proof-grade,source-chart,,,source-lock,choose or create an F2 base before rendering or deploying,,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,source-lock,n/a,,n/a,not-applicable-source,,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,,,,,recipes/argo-cd/argo-rollouts/2.40.9,recipes/argo-cd/argo-rollouts/2.40.9/CATALOG.md,,,,recipes/argo-cd/argo-rollouts/2.40.9/source-lock.yaml,https://argoproj.github.io/argo-helm,,https://github.com/confighub/helm-expt/tree/main/recipes/argo-cd/argo-rollouts/2.40.9,https://github.com/confighub/helm-expt/blob/main/recipes/argo-cd/argo-rollouts/2.40.9/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/argo-cd/argo-rollouts/2.40.9/bases/default,-,,,0,
base,F2a,F2a honest default base,real,no,,,,,,,,,,argo-cd/argo-rollouts,2.40.9,default,next80-proof-grade,promote-after-review,,,live-helm-vs-confighub-parity,run catalog promotion review,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/argo-cd-argo-rollouts-2-40-9-default.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,yes,yes,n/a,yes,yes,yes,yes,live-parity,todo,,yes,proven,runs/argo-rollouts-default-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,,,,,,recipes/argo-cd/argo-rollouts/2.40.9,recipes/argo-cd/argo-rollouts/2.40.9/CATALOG.md,recipes/argo-cd/argo-rollouts/2.40.9/variants/default/variant.yaml,packages/argo-cd/argo-rollouts/2.40.9/bases/default,recipes/argo-cd/argo-rollouts/2.40.9/revisions/default/r001/variant-revision.yaml,recipes/argo-cd/argo-rollouts/2.40.9/source-lock.yaml,https://argoproj.github.io/argo-helm,,https://github.com/confighub/helm-expt/tree/main/recipes/argo-cd/argo-rollouts/2.40.9,https://github.com/confighub/helm-expt/blob/main/recipes/argo-cd/argo-rollouts/2.40.9/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/argo-cd/argo-rollouts/2.40.9/bases/default,-,,,0,
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,argo-cd/argo-rollouts,2.40.9,no-crds,next80-proof-grade,promote-after-review,,,live-helm-vs-confighub-parity,run catalog promotion review,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/argo-cd-argo-rollouts-2-40-9-no-crds.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,yes,yes,n/a,yes,yes,yes,yes,live-parity,todo,,yes,proven,runs/argo-rollouts-no-crds-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,,,,,,recipes/argo-cd/argo-rollouts/2.40.9,recipes/argo-cd/argo-rollouts/2.40.9/CATALOG.md,recipes/argo-cd/argo-rollouts/2.40.9/variants/no-crds/variant.yaml,packages/argo-cd/argo-rollouts/2.40.9/bases/no-crds,recipes/argo-cd/argo-rollouts/2.40.9/revisions/no-crds/r001/variant-revision.yaml,recipes/argo-cd/argo-rollouts/2.40.9/source-lock.yaml,https://argoproj.github.io/argo-helm,,https://github.com/confighub/helm-expt/tree/main/recipes/argo-cd/argo-rollouts/2.40.9,https://github.com/confighub/helm-expt/blob/main/recipes/argo-cd/argo-rollouts/2.40.9/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/argo-cd/argo-rollouts/2.40.9/bases/no-crds,-,,,0,
source,F1,F1 upstream chart source,real,no,,,,,,,,,,argo-cd/argo-workflows,1.0.14,(source),next80-proof-grade,source-chart,,,source-lock,choose or create an F2 base before rendering or deploying,1,observed,,yes,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,source-lock,n/a,,n/a,not-applicable-source,,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,,,,,recipes/argo-cd/argo-workflows/1.0.14,recipes/argo-cd/argo-workflows/1.0.14/CATALOG.md,,,,recipes/argo-cd/argo-workflows/1.0.14/source-lock.yaml,https://argoproj.github.io/argo-helm,,https://github.com/confighub/helm-expt/tree/main/recipes/argo-cd/argo-workflows/1.0.14,https://github.com/confighub/helm-expt/blob/main/recipes/argo-cd/argo-workflows/1.0.14/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/argo-cd/argo-workflows/1.0.14/bases/default,-,,,0,
base,F2a,F2a honest default base,real,no,,,,,,,,,,argo-cd/argo-workflows,1.0.14,default,next80-proof-grade,promote-after-review,,,live-helm-vs-confighub-parity,run catalog promotion review,1,observed,,yes,yes,1,observed:1,user-executes:1,0/1,,data/lifecycle-routes/summary.md,data/lifecycle-routes/routes.json,attached,,data/helm-render-intents/intents/argo-cd-argo-workflows-1-0-14-default.yaml,attached,1 lifecycle route attached for this exact chart version and base.,,attached,8 target prerequisites declared by this base.,,8,0,yes,yes,no,yes,yes,yes,yes,no,live-parity,todo,,yes,proven,runs/argo-workflows-default-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,,,,,,recipes/argo-cd/argo-workflows/1.0.14,recipes/argo-cd/argo-workflows/1.0.14/CATALOG.md,recipes/argo-cd/argo-workflows/1.0.14/variants/default/variant.yaml,packages/argo-cd/argo-workflows/1.0.14/bases/default,recipes/argo-cd/argo-workflows/1.0.14/revisions/default/r001/variant-revision.yaml,recipes/argo-cd/argo-workflows/1.0.14/source-lock.yaml,https://argoproj.github.io/argo-helm,,https://github.com/confighub/helm-expt/tree/main/recipes/argo-cd/argo-workflows/1.0.14,https://github.com/confighub/helm-expt/blob/main/recipes/argo-cd/argo-workflows/1.0.14/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/argo-cd/argo-workflows/1.0.14/bases/default,stage,stage:1,CCP-05:operator-review,0,product-decision:1
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,argo-cd/argo-workflows,1.0.14,controller-default-reviewed,next80-proof-grade,promote-after-review,,,live-helm-vs-confighub-parity,run catalog promotion review,1,candidate-route,,todo,todo,1,todo:1,not-yet-executable:1,0/1,,data/lifecycle-routes/summary.md,data/lifecycle-routes/routes.json,attached,,data/helm-render-intents/intents/argo-cd-argo-workflows-1-0-14-controller-default-reviewed.yaml,attached,1 lifecycle route attached for this exact chart version and base.,,attached,8 target prerequisites declared by this base.,,8,0,yes,yes,no,todo,yes,yes,yes,no,live-parity,todo,,yes,proven,runs/argo-workflows-controller-default-reviewed-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,,,,,,recipes/argo-cd/argo-workflows/1.0.14,recipes/argo-cd/argo-workflows/1.0.14/CATALOG.md,recipes/argo-cd/argo-workflows/1.0.14/variants/controller-default-reviewed/variant.yaml,packages/argo-cd/argo-workflows/1.0.14/bases/controller-default-reviewed,recipes/argo-cd/argo-workflows/1.0.14/revisions/controller-default-reviewed/r001/variant-revision.yaml,recipes/argo-cd/argo-workflows/1.0.14/source-lock.yaml,https://argoproj.github.io/argo-helm,,https://github.com/confighub/helm-expt/tree/main/recipes/argo-cd/argo-workflows/1.0.14,https://github.com/confighub/helm-expt/blob/main/recipes/argo-cd/argo-workflows/1.0.14/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/argo-cd/argo-workflows/1.0.14/bases/controller-default-reviewed,stage,run:1; stage:1,CCP-05:operator-review; CCP-14:lifecycle-route,0,Codex-live:1; product-decision:1
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,argo-cd/argo-workflows,1.0.14,minimal-crds,next80-proof-grade,promote-after-review,,,live-helm-vs-confighub-parity,run catalog promotion review,1,observed,,yes,yes,1,observed:1,target-owned:1,0/1,,data/lifecycle-routes/summary.md,data/lifecycle-routes/routes.json,attached,,data/helm-render-intents/intents/argo-cd-argo-workflows-1-0-14-minimal-crds.yaml,attached,1 lifecycle route attached for this exact chart version and base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,yes,yes,yes,yes,yes,yes,yes,live-parity,todo,,yes,proven,runs/argo-workflows-minimal-crds-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,,,,,,recipes/argo-cd/argo-workflows/1.0.14,recipes/argo-cd/argo-workflows/1.0.14/CATALOG.md,recipes/argo-cd/argo-workflows/1.0.14/variants/minimal-crds/variant.yaml,packages/argo-cd/argo-workflows/1.0.14/bases/minimal-crds,recipes/argo-cd/argo-workflows/1.0.14/revisions/minimal-crds/r001/variant-revision.yaml,recipes/argo-cd/argo-workflows/1.0.14/source-lock.yaml,https://argoproj.github.io/argo-helm,,https://github.com/confighub/helm-expt/tree/main/recipes/argo-cd/argo-workflows/1.0.14,https://github.com/confighub/helm-expt/blob/main/recipes/argo-cd/argo-workflows/1.0.14/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/argo-cd/argo-workflows/1.0.14/bases/minimal-crds,-,,,0,
source,F1,F1 upstream chart source,real,no,,,,,,,,,,argo-cd/argocd-image-updater,1.2.2,(source),next80-proof-grade,source-chart,,no-crds (template-baked CRDs; no clean chart toggle yet),source-lock,choose or create an F2 base before rendering or deploying,,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,source-lock,n/a,,n/a,not-applicable-source,,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,,,,,recipes/argo-cd/argocd-image-updater/1.2.2,recipes/argo-cd/argocd-image-updater/1.2.2/CATALOG.md,,,,recipes/argo-cd/argocd-image-updater/1.2.2/source-lock.yaml,https://argoproj.github.io/argo-helm,,https://github.com/confighub/helm-expt/tree/main/recipes/argo-cd/argocd-image-updater/1.2.2,https://github.com/confighub/helm-expt/blob/main/recipes/argo-cd/argocd-image-updater/1.2.2/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/argo-cd/argocd-image-updater/1.2.2/bases/default,-,,,0,
base,F2a,F2a honest default base,real,no,,,,,,,,,,argo-cd/argocd-image-updater,1.2.2,default,next80-proof-grade,needs-useful-variant,,no-crds (template-baked CRDs; no clean chart toggle yet),live-helm-vs-confighub-parity,add at least one user-shaped variant before catalog promotion,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/argo-cd-argocd-image-updater-1-2-2-default.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,yes,yes,todo,yes,yes,yes,yes,live-parity,todo,,yes,proven,runs/argocd-image-updater-default-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,,,,,,recipes/argo-cd/argocd-image-updater/1.2.2,recipes/argo-cd/argocd-image-updater/1.2.2/CATALOG.md,recipes/argo-cd/argocd-image-updater/1.2.2/variants/default/variant.yaml,packages/argo-cd/argocd-image-updater/1.2.2/bases/default,recipes/argo-cd/argocd-image-updater/1.2.2/revisions/default/r001/variant-revision.yaml,recipes/argo-cd/argocd-image-updater/1.2.2/source-lock.yaml,https://argoproj.github.io/argo-helm,,https://github.com/confighub/helm-expt/tree/main/recipes/argo-cd/argocd-image-updater/1.2.2,https://github.com/confighub/helm-expt/blob/main/recipes/argo-cd/argocd-image-updater/1.2.2/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/argo-cd/argocd-image-updater/1.2.2/bases/default,deferred,deferred:1,CCP-04:lifecycle-not-applicable,1,product-decision:1
source,F1,F1 upstream chart source,real,no,,,,,,,,,,autoscaler/cluster-autoscaler,9.57.0,(source),next80-proof-grade,source-chart,,,source-lock,choose or create an F2 base before rendering or deploying,,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,source-lock,n/a,,n/a,not-applicable-source,,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,,,,,recipes/autoscaler/cluster-autoscaler/9.57.0,recipes/autoscaler/cluster-autoscaler/9.57.0/CATALOG.md,,,,recipes/autoscaler/cluster-autoscaler/9.57.0/source-lock.yaml,https://kubernetes.github.io/autoscaler,,https://github.com/confighub/helm-expt/tree/main/recipes/autoscaler/cluster-autoscaler/9.57.0,https://github.com/confighub/helm-expt/blob/main/recipes/autoscaler/cluster-autoscaler/9.57.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/autoscaler/cluster-autoscaler/9.57.0/bases/default,-,,,0,
base,F2a,F2a honest default base,real,no,,,,,,,,,,autoscaler/cluster-autoscaler,9.57.0,default,next80-proof-grade,promote-after-review,,,live-helm-vs-confighub-parity,run catalog promotion review,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/autoscaler-cluster-autoscaler-9-57-0-default.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"1 observed prerequisite action record exists, but the base does not declare the prerequisite.","Add the observed prerequisite to spec.targetFacts in the base variant, then rerun its proof.",0,1,yes,yes,yes,n/a,yes,yes,watch,yes,live-parity,todo,,yes,proven,runs/cluster-autoscaler-default-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,,,,,,recipes/autoscaler/cluster-autoscaler/9.57.0,recipes/autoscaler/cluster-autoscaler/9.57.0/CATALOG.md,recipes/autoscaler/cluster-autoscaler/9.57.0/variants/default/variant.yaml,packages/autoscaler/cluster-autoscaler/9.57.0/bases/default,recipes/autoscaler/cluster-autoscaler/9.57.0/revisions/default/r001/variant-revision.yaml,recipes/autoscaler/cluster-autoscaler/9.57.0/source-lock.yaml,https://kubernetes.github.io/autoscaler,,https://github.com/confighub/helm-expt/tree/main/recipes/autoscaler/cluster-autoscaler/9.57.0,https://github.com/confighub/helm-expt/blob/main/recipes/autoscaler/cluster-autoscaler/9.57.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/autoscaler/cluster-autoscaler/9.57.0/bases/default,deferred,deferred:1,CCP-03:verified-watch,1,product-decision:1
