chart,version,chart_ref,bucket,catalog_tier,coverage_status,coverage_percent,next_action,owner,a_pinned_version,a_evidence,b_named_base_variant,b_evidence,c_render_parity_receipt,c_evidence,d_pain_and_quirks,d_evidence,e_facts_declared,e_evidence,f_scan_and_disposition,f_evidence,g_live_witness_or_route,g_evidence,h_catalog_and_site,h_evidence
argo-cd/argocd-image-updater,1.2.2,argo-cd/argocd-image-updater@1.2.2,needs-useful-variant,next80-proof-grade,partial,88,add at least one user-shaped variant before catalog promotion,,pass,recipes/argo-cd/argocd-image-updater/1.2.2/source-lock.yaml,pass,recipes/argo-cd/argocd-image-updater/1.2.2/CATALOG.md,pass,recipes/argo-cd/argocd-image-updater/1.2.2/revisions/default/r001/variant-revision.yaml,pass,recipes/argo-cd/argocd-image-updater/1.2.2/helm-pain-report.yaml;recipes/argo-cd/argocd-image-updater/1.2.2/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/argo-cd/argocd-image-updater/1.2.2/control-points.yaml;recipes/argo-cd/argocd-image-updater/1.2.2/value-model.yaml;recipes/argo-cd/argocd-image-updater/1.2.2/helm-plan.yaml,todo,recipes/argo-cd/argocd-image-updater/1.2.2/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/argo-cd/argocd-image-updater/1.2.2/CATALOG.md;site/catalog.json
autoscaler/cluster-autoscaler,9.57.0,autoscaler/cluster-autoscaler@9.57.0,promote-after-review,next80-proof-grade,partial,88,run catalog promotion review,,pass,recipes/autoscaler/cluster-autoscaler/9.57.0/source-lock.yaml,pass,recipes/autoscaler/cluster-autoscaler/9.57.0/CATALOG.md,pass,recipes/autoscaler/cluster-autoscaler/9.57.0/revisions/controller-default-reviewed/r001/variant-revision.yaml,pass,recipes/autoscaler/cluster-autoscaler/9.57.0/helm-pain-report.yaml;recipes/autoscaler/cluster-autoscaler/9.57.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/autoscaler/cluster-autoscaler/9.57.0/control-points.yaml;recipes/autoscaler/cluster-autoscaler/9.57.0/value-model.yaml;recipes/autoscaler/cluster-autoscaler/9.57.0/helm-plan.yaml,todo,recipes/autoscaler/cluster-autoscaler/9.57.0/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/autoscaler/cluster-autoscaler/9.57.0/CATALOG.md;site/catalog.json
autoscaler/vertical-pod-autoscaler,0.9.0,autoscaler/vertical-pod-autoscaler@0.9.0,promote-after-review,next80-proof-grade,partial,88,run catalog promotion review,,pass,recipes/autoscaler/vertical-pod-autoscaler/0.9.0/source-lock.yaml,pass,recipes/autoscaler/vertical-pod-autoscaler/0.9.0/CATALOG.md,pass,recipes/autoscaler/vertical-pod-autoscaler/0.9.0/revisions/default/r001/variant-revision.yaml,pass,recipes/autoscaler/vertical-pod-autoscaler/0.9.0/helm-pain-report.yaml;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/autoscaler/vertical-pod-autoscaler/0.9.0/control-points.yaml;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/value-model.yaml;recipes/autoscaler/vertical-pod-autoscaler/0.9.0/helm-plan.yaml,todo,recipes/autoscaler/vertical-pod-autoscaler/0.9.0/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/autoscaler/vertical-pod-autoscaler/0.9.0/CATALOG.md;site/catalog.json
aws-controllers-k8s/ec2-chart,1.18.4,aws-controllers-k8s/ec2-chart@1.18.4,not-ready,next80-proof-grade,partial,63,review chart analysis and create a recipe candidate,,pass,recipes/aws-controllers-k8s/ec2-chart/1.18.4/source-lock.yaml,pass,recipes/aws-controllers-k8s/ec2-chart/1.18.4/CATALOG.md,todo,recipes/aws-controllers-k8s/ec2-chart/1.18.4/revisions/default/r001/variant-revision.yaml,pass,recipes/aws-controllers-k8s/ec2-chart/1.18.4/helm-pain-report.yaml;recipes/aws-controllers-k8s/ec2-chart/1.18.4/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/aws-controllers-k8s/ec2-chart/1.18.4/control-points.yaml;recipes/aws-controllers-k8s/ec2-chart/1.18.4/value-model.yaml;recipes/aws-controllers-k8s/ec2-chart/1.18.4/helm-plan.yaml,todo,recipes/aws-controllers-k8s/ec2-chart/1.18.4/publication/installer-package-receipt.yaml,todo,data/top100-readiness/readiness.csv,pass,recipes/aws-controllers-k8s/ec2-chart/1.18.4/CATALOG.md;site/catalog.json
aws-controllers-k8s/eks-chart,1.16.3,aws-controllers-k8s/eks-chart@1.16.3,not-ready,next80-proof-grade,partial,63,review chart analysis and create a recipe candidate,,pass,recipes/aws-controllers-k8s/eks-chart/1.16.3/source-lock.yaml,pass,recipes/aws-controllers-k8s/eks-chart/1.16.3/CATALOG.md,todo,recipes/aws-controllers-k8s/eks-chart/1.16.3/revisions/default/r001/variant-revision.yaml,pass,recipes/aws-controllers-k8s/eks-chart/1.16.3/helm-pain-report.yaml;recipes/aws-controllers-k8s/eks-chart/1.16.3/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/aws-controllers-k8s/eks-chart/1.16.3/control-points.yaml;recipes/aws-controllers-k8s/eks-chart/1.16.3/value-model.yaml;recipes/aws-controllers-k8s/eks-chart/1.16.3/helm-plan.yaml,todo,recipes/aws-controllers-k8s/eks-chart/1.16.3/publication/installer-package-receipt.yaml,todo,data/top100-readiness/readiness.csv,pass,recipes/aws-controllers-k8s/eks-chart/1.16.3/CATALOG.md;site/catalog.json
aws-controllers-k8s/iam-chart,1.7.3,aws-controllers-k8s/iam-chart@1.7.3,not-ready,next80-proof-grade,partial,63,review chart analysis and create a recipe candidate,,pass,recipes/aws-controllers-k8s/iam-chart/1.7.3/source-lock.yaml,pass,recipes/aws-controllers-k8s/iam-chart/1.7.3/CATALOG.md,todo,recipes/aws-controllers-k8s/iam-chart/1.7.3/revisions/default/r001/variant-revision.yaml,pass,recipes/aws-controllers-k8s/iam-chart/1.7.3/helm-pain-report.yaml;recipes/aws-controllers-k8s/iam-chart/1.7.3/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/aws-controllers-k8s/iam-chart/1.7.3/control-points.yaml;recipes/aws-controllers-k8s/iam-chart/1.7.3/value-model.yaml;recipes/aws-controllers-k8s/iam-chart/1.7.3/helm-plan.yaml,todo,recipes/aws-controllers-k8s/iam-chart/1.7.3/publication/installer-package-receipt.yaml,todo,data/top100-readiness/readiness.csv,pass,recipes/aws-controllers-k8s/iam-chart/1.7.3/CATALOG.md;site/catalog.json
bitnami/opensearch,2.0.10,bitnami/opensearch@2.0.10,promote-after-review,next80-proof-grade,partial,88,run catalog promotion review,,pass,recipes/bitnami/opensearch/2.0.10/source-lock.yaml,pass,recipes/bitnami/opensearch/2.0.10/CATALOG.md,pass,recipes/bitnami/opensearch/2.0.10/revisions/default/r001/variant-revision.yaml,pass,recipes/bitnami/opensearch/2.0.10/helm-pain-report.yaml;recipes/bitnami/opensearch/2.0.10/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/bitnami/opensearch/2.0.10/control-points.yaml;recipes/bitnami/opensearch/2.0.10/value-model.yaml;recipes/bitnami/opensearch/2.0.10/helm-plan.yaml,todo,recipes/bitnami/opensearch/2.0.10/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/bitnami/opensearch/2.0.10/CATALOG.md;site/catalog.json
cloudpirates/nginx,0.16.1,cloudpirates/nginx@0.16.1,needs-useful-variant,next80-proof-grade,partial,63,add at least one user-shaped variant before catalog promotion,,pass,recipes/cloudpirates/nginx/0.16.1/source-lock.yaml,pass,recipes/cloudpirates/nginx/0.16.1/CATALOG.md,todo,recipes/cloudpirates/nginx/0.16.1/revisions/default/r001/variant-revision.yaml,pass,recipes/cloudpirates/nginx/0.16.1/helm-pain-report.yaml;recipes/cloudpirates/nginx/0.16.1/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/cloudpirates/nginx/0.16.1/control-points.yaml;recipes/cloudpirates/nginx/0.16.1/value-model.yaml;recipes/cloudpirates/nginx/0.16.1/helm-plan.yaml,todo,recipes/cloudpirates/nginx/0.16.1/publication/installer-package-receipt.yaml,todo,data/top100-readiness/readiness.csv,pass,recipes/cloudpirates/nginx/0.16.1/CATALOG.md;site/catalog.json
cloudpirates/rabbitmq,0.21.13,cloudpirates/rabbitmq@0.21.13,needs-useful-variant,next80-proof-grade,partial,63,add at least one user-shaped variant before catalog promotion,,pass,recipes/cloudpirates/rabbitmq/0.21.13/source-lock.yaml,pass,recipes/cloudpirates/rabbitmq/0.21.13/CATALOG.md,todo,recipes/cloudpirates/rabbitmq/0.21.13/revisions/default/r001/variant-revision.yaml,pass,recipes/cloudpirates/rabbitmq/0.21.13/helm-pain-report.yaml;recipes/cloudpirates/rabbitmq/0.21.13/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/cloudpirates/rabbitmq/0.21.13/control-points.yaml;recipes/cloudpirates/rabbitmq/0.21.13/value-model.yaml;recipes/cloudpirates/rabbitmq/0.21.13/helm-plan.yaml,todo,recipes/cloudpirates/rabbitmq/0.21.13/publication/installer-package-receipt.yaml,todo,data/top100-readiness/readiness.csv,pass,recipes/cloudpirates/rabbitmq/0.21.13/CATALOG.md;site/catalog.json
cloudpirates/redis,0.34.11,cloudpirates/redis@0.34.11,needs-useful-variant,next80-proof-grade,partial,63,add at least one user-shaped variant before catalog promotion,,pass,recipes/cloudpirates/redis/0.34.11/source-lock.yaml,pass,recipes/cloudpirates/redis/0.34.11/CATALOG.md,todo,recipes/cloudpirates/redis/0.34.11/revisions/default/r001/variant-revision.yaml,pass,recipes/cloudpirates/redis/0.34.11/helm-pain-report.yaml;recipes/cloudpirates/redis/0.34.11/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/cloudpirates/redis/0.34.11/control-points.yaml;recipes/cloudpirates/redis/0.34.11/value-model.yaml;recipes/cloudpirates/redis/0.34.11/helm-plan.yaml,todo,recipes/cloudpirates/redis/0.34.11/publication/installer-package-receipt.yaml,todo,data/top100-readiness/readiness.csv,pass,recipes/cloudpirates/redis/0.34.11/CATALOG.md;site/catalog.json
crossplane-stable/crossplane,2.3.1,crossplane-stable/crossplane@2.3.1,needs-useful-variant,next80-proof-grade,partial,88,add at least one user-shaped variant before catalog promotion,,pass,recipes/crossplane-stable/crossplane/2.3.1/source-lock.yaml,pass,recipes/crossplane-stable/crossplane/2.3.1/CATALOG.md,pass,recipes/crossplane-stable/crossplane/2.3.1/revisions/default/r001/variant-revision.yaml,pass,recipes/crossplane-stable/crossplane/2.3.1/helm-pain-report.yaml;recipes/crossplane-stable/crossplane/2.3.1/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/crossplane-stable/crossplane/2.3.1/control-points.yaml;recipes/crossplane-stable/crossplane/2.3.1/value-model.yaml;recipes/crossplane-stable/crossplane/2.3.1/helm-plan.yaml,todo,recipes/crossplane-stable/crossplane/2.3.1/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/crossplane-stable/crossplane/2.3.1/CATALOG.md;site/catalog.json
grafana/promtail,6.17.1,grafana/promtail@6.17.1,needs-useful-variant,next80-proof-grade,partial,88,add at least one user-shaped variant before catalog promotion,,pass,recipes/grafana/promtail/6.17.1/source-lock.yaml,pass,recipes/grafana/promtail/6.17.1/CATALOG.md,pass,recipes/grafana/promtail/6.17.1/revisions/default/r001/variant-revision.yaml,pass,recipes/grafana/promtail/6.17.1/helm-pain-report.yaml;recipes/grafana/promtail/6.17.1/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/grafana/promtail/6.17.1/control-points.yaml;recipes/grafana/promtail/6.17.1/value-model.yaml;recipes/grafana/promtail/6.17.1/helm-plan.yaml,todo,recipes/grafana/promtail/6.17.1/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/grafana/promtail/6.17.1/CATALOG.md;site/catalog.json
grafana/rollout-operator,0.49.0,grafana/rollout-operator@0.49.0,promote-after-review,next80-proof-grade,partial,88,run catalog promotion review,,pass,recipes/grafana/rollout-operator/0.49.0/source-lock.yaml,pass,recipes/grafana/rollout-operator/0.49.0/CATALOG.md,pass,recipes/grafana/rollout-operator/0.49.0/revisions/default/r001/variant-revision.yaml,pass,recipes/grafana/rollout-operator/0.49.0/helm-pain-report.yaml;recipes/grafana/rollout-operator/0.49.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/grafana/rollout-operator/0.49.0/control-points.yaml;recipes/grafana/rollout-operator/0.49.0/value-model.yaml;recipes/grafana/rollout-operator/0.49.0/helm-plan.yaml,todo,recipes/grafana/rollout-operator/0.49.0/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/grafana/rollout-operator/0.49.0/CATALOG.md;site/catalog.json
haproxytech/kubernetes-ingress,1.52.0,haproxytech/kubernetes-ingress@1.52.0,needs-useful-variant,next80-proof-grade,partial,88,add at least one user-shaped variant before catalog promotion,,pass,recipes/haproxytech/kubernetes-ingress/1.52.0/source-lock.yaml,pass,recipes/haproxytech/kubernetes-ingress/1.52.0/CATALOG.md,pass,recipes/haproxytech/kubernetes-ingress/1.52.0/revisions/default/r001/variant-revision.yaml,pass,recipes/haproxytech/kubernetes-ingress/1.52.0/helm-pain-report.yaml;recipes/haproxytech/kubernetes-ingress/1.52.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/haproxytech/kubernetes-ingress/1.52.0/control-points.yaml;recipes/haproxytech/kubernetes-ingress/1.52.0/value-model.yaml;recipes/haproxytech/kubernetes-ingress/1.52.0/helm-plan.yaml,todo,recipes/haproxytech/kubernetes-ingress/1.52.0/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/haproxytech/kubernetes-ingress/1.52.0/CATALOG.md;site/catalog.json
istio/gateway,1.30.0,istio/gateway@1.30.0,promote-after-review,next80-proof-grade,partial,75,run catalog promotion review,,pass,recipes/istio/gateway/1.30.0/source-lock.yaml,pass,recipes/istio/gateway/1.30.0/CATALOG.md,pass,recipes/istio/gateway/1.30.0/revisions/controller-default-reviewed/r001/variant-revision.yaml,pass,recipes/istio/gateway/1.30.0/helm-pain-report.yaml;recipes/istio/gateway/1.30.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/istio/gateway/1.30.0/control-points.yaml;recipes/istio/gateway/1.30.0/value-model.yaml;recipes/istio/gateway/1.30.0/helm-plan.yaml,todo,recipes/istio/gateway/1.30.0/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,todo,data/top100-readiness/readiness.csv,pass,recipes/istio/gateway/1.30.0/CATALOG.md;site/catalog.json
istio/istiod,1.30.0,istio/istiod@1.30.0,needs-useful-variant,next80-proof-grade,partial,75,add at least one user-shaped variant before catalog promotion,,pass,recipes/istio/istiod/1.30.0/source-lock.yaml,pass,recipes/istio/istiod/1.30.0/CATALOG.md,pass,recipes/istio/istiod/1.30.0/revisions/default/r001/variant-revision.yaml,pass,recipes/istio/istiod/1.30.0/helm-pain-report.yaml;recipes/istio/istiod/1.30.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/istio/istiod/1.30.0/control-points.yaml;recipes/istio/istiod/1.30.0/value-model.yaml;recipes/istio/istiod/1.30.0/helm-plan.yaml,todo,recipes/istio/istiod/1.30.0/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,todo,data/top100-readiness/readiness.csv,pass,recipes/istio/istiod/1.30.0/CATALOG.md;site/catalog.json
jetstack/cert-manager-csi-driver,v0.14.0,jetstack/cert-manager-csi-driver@v0.14.0,needs-useful-variant,next80-proof-grade,partial,88,add at least one user-shaped variant before catalog promotion,,pass,recipes/jetstack/cert-manager-csi-driver/v0.14.0/source-lock.yaml,pass,recipes/jetstack/cert-manager-csi-driver/v0.14.0/CATALOG.md,pass,recipes/jetstack/cert-manager-csi-driver/v0.14.0/revisions/default/r001/variant-revision.yaml,pass,recipes/jetstack/cert-manager-csi-driver/v0.14.0/helm-pain-report.yaml;recipes/jetstack/cert-manager-csi-driver/v0.14.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/jetstack/cert-manager-csi-driver/v0.14.0/control-points.yaml;recipes/jetstack/cert-manager-csi-driver/v0.14.0/value-model.yaml;recipes/jetstack/cert-manager-csi-driver/v0.14.0/helm-plan.yaml,todo,recipes/jetstack/cert-manager-csi-driver/v0.14.0/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/jetstack/cert-manager-csi-driver/v0.14.0/CATALOG.md;site/catalog.json
jetstack/trust-manager,v0.22.1,jetstack/trust-manager@v0.22.1,promote-after-review,next80-proof-grade,partial,88,run catalog promotion review,,pass,recipes/jetstack/trust-manager/v0.22.1/source-lock.yaml,pass,recipes/jetstack/trust-manager/v0.22.1/CATALOG.md,pass,recipes/jetstack/trust-manager/v0.22.1/revisions/default/r001/variant-revision.yaml,pass,recipes/jetstack/trust-manager/v0.22.1/helm-pain-report.yaml;recipes/jetstack/trust-manager/v0.22.1/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/jetstack/trust-manager/v0.22.1/control-points.yaml;recipes/jetstack/trust-manager/v0.22.1/value-model.yaml;recipes/jetstack/trust-manager/v0.22.1/helm-plan.yaml,todo,recipes/jetstack/trust-manager/v0.22.1/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/jetstack/trust-manager/v0.22.1/CATALOG.md;site/catalog.json
linkerd/linkerd-crds,1.8.0,linkerd/linkerd-crds@1.8.0,needs-useful-variant,next80-proof-grade,partial,88,add at least one user-shaped variant before catalog promotion,,pass,recipes/linkerd/linkerd-crds/1.8.0/source-lock.yaml,pass,recipes/linkerd/linkerd-crds/1.8.0/CATALOG.md,pass,recipes/linkerd/linkerd-crds/1.8.0/revisions/default/r001/variant-revision.yaml,pass,recipes/linkerd/linkerd-crds/1.8.0/helm-pain-report.yaml;recipes/linkerd/linkerd-crds/1.8.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/linkerd/linkerd-crds/1.8.0/control-points.yaml;recipes/linkerd/linkerd-crds/1.8.0/value-model.yaml;recipes/linkerd/linkerd-crds/1.8.0/helm-plan.yaml,todo,recipes/linkerd/linkerd-crds/1.8.0/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/linkerd/linkerd-crds/1.8.0/CATALOG.md;site/catalog.json
minio-operator/tenant,7.1.1,minio-operator/tenant@7.1.1,needs-useful-variant,next80-proof-grade,partial,88,add at least one user-shaped variant before catalog promotion,,pass,recipes/minio-operator/tenant/7.1.1/source-lock.yaml,pass,recipes/minio-operator/tenant/7.1.1/CATALOG.md,pass,recipes/minio-operator/tenant/7.1.1/revisions/default/r001/variant-revision.yaml,pass,recipes/minio-operator/tenant/7.1.1/helm-pain-report.yaml;recipes/minio-operator/tenant/7.1.1/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/minio-operator/tenant/7.1.1/control-points.yaml;recipes/minio-operator/tenant/7.1.1/value-model.yaml;recipes/minio-operator/tenant/7.1.1/helm-plan.yaml,todo,recipes/minio-operator/tenant/7.1.1/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/minio-operator/tenant/7.1.1/CATALOG.md;site/catalog.json
nats/nack,0.34.0,nats/nack@0.34.0,promote-after-review,next80-proof-grade,partial,88,run catalog promotion review,,pass,recipes/nats/nack/0.34.0/source-lock.yaml,pass,recipes/nats/nack/0.34.0/CATALOG.md,pass,recipes/nats/nack/0.34.0/revisions/default/r001/variant-revision.yaml,pass,recipes/nats/nack/0.34.0/helm-pain-report.yaml;recipes/nats/nack/0.34.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/nats/nack/0.34.0/control-points.yaml;recipes/nats/nack/0.34.0/value-model.yaml;recipes/nats/nack/0.34.0/helm-plan.yaml,todo,recipes/nats/nack/0.34.0/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/nats/nack/0.34.0/CATALOG.md;site/catalog.json
nats/surveyor,0.20.9,nats/surveyor@0.20.9,promote-after-review,next80-proof-grade,partial,75,run catalog promotion review,,pass,recipes/nats/surveyor/0.20.9/source-lock.yaml,pass,recipes/nats/surveyor/0.20.9/CATALOG.md,pass,recipes/nats/surveyor/0.20.9/revisions/default/r001/variant-revision.yaml,pass,recipes/nats/surveyor/0.20.9/helm-pain-report.yaml;recipes/nats/surveyor/0.20.9/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/nats/surveyor/0.20.9/control-points.yaml;recipes/nats/surveyor/0.20.9/value-model.yaml;recipes/nats/surveyor/0.20.9/helm-plan.yaml,todo,recipes/nats/surveyor/0.20.9/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,todo,data/top100-readiness/readiness.csv,pass,recipes/nats/surveyor/0.20.9/CATALOG.md;site/catalog.json
nvidia/nvidia-device-plugin,0.19.3,nvidia/nvidia-device-plugin@0.19.3,not-ready,next80-proof-grade,partial,63,review chart analysis and create a recipe candidate,,pass,recipes/nvidia/nvidia-device-plugin/0.19.3/source-lock.yaml,pass,recipes/nvidia/nvidia-device-plugin/0.19.3/CATALOG.md,todo,recipes/nvidia/nvidia-device-plugin/0.19.3/revisions/default/r001/variant-revision.yaml,pass,recipes/nvidia/nvidia-device-plugin/0.19.3/helm-pain-report.yaml;recipes/nvidia/nvidia-device-plugin/0.19.3/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/nvidia/nvidia-device-plugin/0.19.3/control-points.yaml;recipes/nvidia/nvidia-device-plugin/0.19.3/value-model.yaml;recipes/nvidia/nvidia-device-plugin/0.19.3/helm-plan.yaml,todo,recipes/nvidia/nvidia-device-plugin/0.19.3/publication/installer-package-receipt.yaml,todo,data/top100-readiness/readiness.csv,pass,recipes/nvidia/nvidia-device-plugin/0.19.3/CATALOG.md;site/catalog.json
open-telemetry/opentelemetry-operator,0.114.0,open-telemetry/opentelemetry-operator@0.114.0,promote-after-review,next80-proof-grade,partial,88,run catalog promotion review,,pass,recipes/open-telemetry/opentelemetry-operator/0.114.0/source-lock.yaml,pass,recipes/open-telemetry/opentelemetry-operator/0.114.0/CATALOG.md,pass,recipes/open-telemetry/opentelemetry-operator/0.114.0/revisions/default/r001/variant-revision.yaml,pass,recipes/open-telemetry/opentelemetry-operator/0.114.0/helm-pain-report.yaml;recipes/open-telemetry/opentelemetry-operator/0.114.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/open-telemetry/opentelemetry-operator/0.114.0/control-points.yaml;recipes/open-telemetry/opentelemetry-operator/0.114.0/value-model.yaml;recipes/open-telemetry/opentelemetry-operator/0.114.0/helm-plan.yaml,todo,recipes/open-telemetry/opentelemetry-operator/0.114.0/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/open-telemetry/opentelemetry-operator/0.114.0/CATALOG.md;site/catalog.json
percona/pg-operator,3.0.0,percona/pg-operator@3.0.0,promote-after-review,next80-proof-grade,partial,88,run catalog promotion review,,pass,recipes/percona/pg-operator/3.0.0/source-lock.yaml,pass,recipes/percona/pg-operator/3.0.0/CATALOG.md,pass,recipes/percona/pg-operator/3.0.0/revisions/default/r001/variant-revision.yaml,pass,recipes/percona/pg-operator/3.0.0/helm-pain-report.yaml;recipes/percona/pg-operator/3.0.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/percona/pg-operator/3.0.0/control-points.yaml;recipes/percona/pg-operator/3.0.0/value-model.yaml;recipes/percona/pg-operator/3.0.0/helm-plan.yaml,todo,recipes/percona/pg-operator/3.0.0/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/percona/pg-operator/3.0.0/CATALOG.md;site/catalog.json
percona/psmdb-operator,1.22.0,percona/psmdb-operator@1.22.0,promote-after-review,next80-proof-grade,partial,88,run catalog promotion review,,pass,recipes/percona/psmdb-operator/1.22.0/source-lock.yaml,pass,recipes/percona/psmdb-operator/1.22.0/CATALOG.md,pass,recipes/percona/psmdb-operator/1.22.0/revisions/default/r001/variant-revision.yaml,pass,recipes/percona/psmdb-operator/1.22.0/helm-pain-report.yaml;recipes/percona/psmdb-operator/1.22.0/control-points.yaml;data/outcome-coverage/feature-outcomes.csv,pass,recipes/percona/psmdb-operator/1.22.0/control-points.yaml;recipes/percona/psmdb-operator/1.22.0/value-model.yaml;recipes/percona/psmdb-operator/1.22.0/helm-plan.yaml,todo,recipes/percona/psmdb-operator/1.22.0/publication/installer-package-receipt.yaml;data/outcome-coverage/chart-outcomes.csv,pass,data/outcome-coverage/base-outcomes.csv;data/live-kind-parity/summary.md;data/live-helm-confighub-compare/summary.md,pass,recipes/percona/psmdb-operator/1.22.0/CATALOG.md;site/catalog.json
