rank,chart,source_version,current_recipe_version,proof_match_basis,version_match,source_status,recipe_status,package_status,variant_status,proof_status,catalog_status,production_readiness,supported_variants,next_action,source_features,recipe_path,package_path,support_level,supported_scopes,candidate_variants,current_risk,source_classification,source_problem_score,source_pre_recipe_risk_count,source_lifecycle_policy_count,source_early_policy_count,source_generated_facts_count,source_install_operate_count,lookup_count,rand_count,cert_count,time_uuid_count,required_fail_count,tpl_count,capabilities_api_count,capabilities_kube_version_count,hooks_count,crd_files_count,cluster_roles_count,webhooks_count,api_services_count,stateful_sets_count,pvc_count,secrets_count,dependencies_declared,dependency_lock_present,non_exact_dependency_constraints,proof_tier,proof_variant_count,proof_revision_count,proof_rendered_object_count,proof_first_rendered_sha256,proof_semantic_matches,proof_scan_results,proof_gate_results,proof_scan_high,proof_scan_medium,proof_scan_low,proof_control_categories,proof_uses_lookup,proof_uses_generated_facts,proof_uses_capabilities,proof_uses_tpl,proof_has_extension_slots,proof_receipts,weirdness_note,source_repository_url,source_archive_sha256,old_matrix_scan_status,old_matrix_error
370,backube-helm-charts/volsync,0.15.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",capabilities;cluster-rbac,,,none,,,not-yet-proved,P2 recipe/render/install policy,6,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://backube.github.io/helm-charts/,d6b20a2148265326ecb8f077830263cf8242e4a10d07f2402abccfd4594abdf2,scanned,
371,bitnami/apache,11.4.29,11.4.29,exact-chart-ref,exact,source-scanned,current-recipe-exact-version,package-proof-exists,default-only,next80-full:1 revision(s),proof-grade,not-reviewed-for-production,,add user-shaped variants before catalog promotion,lookup;generated-facts;tpl;capabilities,recipes/bitnami/apache/11.4.29/recipe.yaml,packages/bitnami/apache/11.4.29,machine-proof-only,,default,proof-grade-needs-variants,P0 source/dependency risk,62,1,0,5,7,0,3,5,2,0,0,6,2,1,0,0,0,0,0,0,0,2,1,true,1,next80-full,1,1,5,0b37f6d8ae27b5b341860619b89aa3d78e02d7bd01a2271fab216d4e65be047c,5/5,pass,allow,0,0,0,capability-profile;dependency-lock;extension-slots;generated-facts;helm-equivalence;rendered-manifest-scan;source-lock;target-facts;tpl-extension-slots;variant-revision,true,true,true,true,true,helmEquivalence;installGate;render;scan,,https://charts.bitnami.com/bitnami,74a07863e26b536e31b08c65825c40ec866723f6e49a967e1d8d13ad30923c29,scanned,"Error: looks like ""https://charts.bitnami.com/bitnami"" is not a valid chart repository or cannot be reached: read tcp [2a00:23c4:aca5:a701:3466:f2bf:46c9:30a4]:62078->[2a06:98c1:58::a5]:443: read: connection reset by peer
"
372,deliveryhero/cluster-overprovisioner,0.7.14,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",capabilities,,,none,,,not-yet-proved,P2 recipe/render/install policy,8,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/deliveryhero/helm-charts/refs/heads/master/,3cde29e3bf3738242feb8794b9483a96558bb925b246dd6edbcd24ef64173743,scanned,"Error: failed to perform ""Fetch"" on source: Get ""https://ghcr.io/v2/deliveryhero/helm-charts/cluster-overprovisioner/blobs/sha256:63de6550a8da09a218b835dd5cbbe3e72fbd9677799e8ff0fc6f01fd37c107a7"": read tcp 192.168.1.189:62098->20.26.156.211:443: read: connection reset by peer
"
373,concourse/concourse,20.2.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl;capabilities;cluster-rbac;stateful-storage,,,none,,,not-yet-proved,P2 recipe/render/install policy,15,0,0,2,0,2,0,0,0,0,8,2,0,6,0,0,4,0,0,2,0,3,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://concourse-charts.storage.googleapis.com/,bbdd235adc79cf6decee4de60749fb6bec020ac5de382a07304708b1d4ff1ac3,scanned,
374,dynatrace/dynatrace-operator,1.9.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",capabilities;cluster-rbac;webhooks;stateful-storage,,,none,,,not-yet-proved,P2 recipe/render/install policy,21,0,0,3,0,4,0,0,0,0,2,0,2,1,0,0,28,4,0,1,0,1,0,false,0,,0,0,0,,,,,,,,,,,,,,,,oci://public.ecr.aws/dynatrace/dynatrace-operator,affcdb6079415f168b6596110056c6e468658c27d78c4ae1ba963b342d378c3e,scanned,"Error: looks like ""oci://public.ecr.aws/dynatrace/dynatrace-operator"" is not a valid chart repository or cannot be reached: failed to perform ""FetchReference"" on source: invalid reference
"
375,gabe565/headscale,0.16.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,60,1,0,4,8,1,3,6,2,0,28,38,0,2,0,0,0,0,0,3,3,5,2,true,1,,0,0,0,,,,,,,,,,,,,,,,https://charts.gabe565.com,2c4261f5aeb7bec881b7b0f68d214209b0cf0fa7e75899cfba9f7d5bb3cf4520,scanned,"Error: looks like ""https://charts.gabe565.com"" is not a valid chart repository or cannot be reached: read tcp [2a00:23c4:aca5:a701:3466:f2bf:46c9:30a4]:62103->[2606:50c0:8002::153]:443: read: connection reset by peer
"
376,verwilst/rocketchat,1.0.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,46,1,0,3,6,1,0,3,3,0,5,12,0,4,0,0,0,0,0,2,2,3,1,true,2,,0,0,0,,,,,,,,,,,,,,,,https://verwilst.github.io/helm-charts,f7264817020842e09bc7ab38c1c7a16bcbdc90534e3de5e7a9e7d6172cb40bef,scanned,
377,bitnami/schema-registry,26.0.5,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;hooks;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,77,1,2,5,15,1,7,11,4,0,0,36,4,2,1,0,0,0,0,8,4,12,2,true,3,,0,0,0,,,,,,,,,,,,,,,,https://charts.bitnami.com/bitnami,b5846e52c35853d29a823579c62239a6d2a4c5020467ec9bcbb3b365018c6b67,scanned,"Error: looks like ""https://charts.bitnami.com/bitnami"" is not a valid chart repository or cannot be reached: Get ""https://charts.bitnami.com/bitnami/index.yaml"": read tcp 192.168.1.189:62107->99.86.12.29:443: read: connection reset by peer
"
378,armory/armory-spinnaker-operator,1.8.11,,none,none,source-scan-failed,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,repair source acquisition before recipe proof,plain-ish,,,none,,,source-risk-no-proof,P0 blocked: archive unavailable/malformed,100,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://armory.jfrog.io/artifactory/charts/,,failed,
379,aws/aws-vpc-cni,1.21.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",crds;cluster-rbac,,,none,,,not-yet-proved,P2 recipe/render/install policy,5,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://aws.github.io/eks-charts,c896cff8c4b20fdd7ebf85a1bcf23491bce87b6719e2600589424287e7892cd0,scanned,
380,gadsme/cube,3.3.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl;capabilities,,,none,,,not-yet-proved,P2 recipe/render/install policy,13,0,0,2,0,0,0,0,0,0,25,2,0,4,0,0,0,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://gadsme.github.io/charts,ed9a1e3dedf5f34063aeb8ec1c0c33e24685ba785d8776a74a60c26d02b4c8ed,scanned,
381,erpnext/erpnext,8.0.53,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,64,1,0,5,31,1,14,16,4,11,27,47,1,21,0,0,0,0,0,12,6,11,3,true,3,,0,0,0,,,,,,,,,,,,,,,,https://helm.erpnext.com,f85714142287fb7a06cca20f9a7702c24a389035e4716c31c57f74f236761280,scanned,
382,apache-hadoop-helm/hadoop,1.3.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",stateful-storage,,,none,,,not-yet-proved,P2 recipe/render/install policy,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://pfisterer.github.io/apache-hadoop-helm/,3c2f383aba3ed41e89a75a6fada7dc5ac77ea709e6c4acf4dc5f7391315b3ae7,scanned,
383,cloudposse/istio,1.1.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",cluster-rbac;webhooks;stateful-storage,,,none,,,not-yet-proved,P2 recipe/render/install policy,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,52,4,0,0,2,0,0,true,0,,0,0,0,,,,,,,,,,,,,,,,https://charts.cloudposse.com/incubator/,3bda8ee61ba77c3ce73195ea49daf420eda3489ed66d5af3095d91fbe119fe04,scanned,
384,grafana/k6-operator,4.4.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",crds;cluster-rbac,,,none,,,not-yet-proved,P2 recipe/render/install policy,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://grafana.github.io/helm-charts,b46331e5dd5ff6969c2ce36343c666220fd9cd7be246dd914f7868d1c90fab76,scanned,
385,ory/kratos,0.61.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",generated-facts;tpl;capabilities;hooks;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,52,0,3,3,3,1,0,3,0,0,7,26,2,6,1,0,0,0,0,1,0,1,0,true,0,,0,0,0,,,,,,,,,,,,,,,,https://k8s.ory.sh/helm/charts,cb6a4aa74086634ae9810af91bd8fb96efd0c61b304d5d18133ffe8310c09297,scanned,
386,grafana/oncall,1.16.5,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;cluster-rbac;webhooks;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,67,1,0,5,49,4,21,30,8,11,62,141,31,41,0,0,47,3,0,17,6,27,4,true,8,,0,0,0,,,,,,,,,,,,,,,,https://grafana.github.io/helm-charts,7bca60cf446d1963f403f86aa5eafe14020dc8cc9711a664c3917a7d8e437bdc,scanned,
387,prometheus-msteams/prometheus-msteams,1.3.6,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",capabilities,,,none,,,not-yet-proved,P2 recipe/render/install policy,10,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://prometheus-msteams.github.io/prometheus-msteams,5e7d7be472f048e62071eaaf31f93fe9a08edfba282b0048b25b03a02001e40a,scanned,
388,grafana/pyroscope,2.0.2,2.0.2,exact-chart-ref,exact,source-scanned,current-recipe-exact-version,package-proof-exists,default-only,next80-full:1 revision(s),proof-grade,not-reviewed-for-production,,add user-shaped variants before catalog promotion,lookup;generated-facts;tpl;capabilities;crds;cluster-rbac;stateful-storage,recipes/grafana/pyroscope/2.0.2/recipe.yaml,packages/grafana/pyroscope/2.0.2,machine-proof-only,,default,proof-grade-needs-variants,P1 compiler policy needed,44,0,0,4,3,3,1,1,0,2,22,24,7,34,0,4,4,0,0,4,1,1,0,true,0,next80-full,1,1,18,24d78308d5476731eefba9ac71cee442cf9aeb21f16443557d9a6d9574449df5,18/18,warn,warn,0,3,0,capability-profile;cluster-rbac;crds;dependency-lock;extension-slots;generated-facts;helm-equivalence;lifecycle-policy;rendered-manifest-scan;source-lock;stateful-storage;target-facts;tpl-extension-slots;variant-revision,true,true,true,true,true,helmEquivalence;installGate;render;scan,,https://grafana.github.io/helm-charts,2ef4155c4952f4427964273e4bd9bc81bb3356083dc43d28665979d2359f172f,scanned,
389,datawire/telepresence,2.20.3-test.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;capabilities;cluster-rbac;webhooks,,,none,,,source-risk-no-proof,P0 source/dependency risk,49,1,0,2,6,2,1,0,6,0,12,0,0,2,0,0,15,1,0,0,0,3,0,false,1,,0,0,0,,,,,,,,,,,,,,,,https://getambassador.io/,c82b42a5704cac61432b369872d66aeb7a3d4cdade85ef6fa5189b56f9fe8dd0,scanned,
390,zot/zot,0.1.116,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",generated-facts;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,12,0,0,0,2,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://zotregistry.dev/helm-charts/,a27342381b86ef00c14382d8ff38654447c302308bec291997dc5470469827d4,scanned,
391,elastic/apm-server,8.5.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl;cluster-rbac,,,none,,,not-yet-proved,P2 recipe/render/install policy,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://helm.elastic.co,df2112d12a0e51a7c399475ffee007cdf12241af1a347b03bf1ed7f97173b490,scanned,
392,gadget/gadget,0.52.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",cluster-rbac,,,none,,,not-yet-proved,P2 recipe/render/install policy,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://inspektor-gadget.github.io/charts,2309c2d36ffbd15443ad531d31876ec0b673ea8b0a5ab575265cc3b5c3b0ce76,scanned,
393,homarr-labs/homarr,8.19.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl;capabilities;cluster-rbac;stateful-storage,,,none,,,not-yet-proved,P2 recipe/render/install policy,12,0,0,2,0,2,0,0,0,0,0,1,0,5,0,0,2,0,0,0,1,2,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://homarr-labs.github.io/charts/,1240b3f44ce78333f59be443646410e5ba1ff1f4ccefbe916f2400239e9c7b94,scanned,
394,hpe-storage/hpe-csi-driver,3.2.0-beta,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;crds;cluster-rbac,,,none,,,not-yet-proved,P1 compiler policy needed,19,0,0,1,0,2,1,0,0,0,4,0,0,0,0,12,16,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://hpe-storage.github.io/co-deployments/,36a1827cae14ddd98c3ffef6cc2c6afb906239421d914a7674f76fcc9cd250f3,scanned,
395,kestra/kestra,1.3.19,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl;capabilities,,,none,,,not-yet-proved,P2 recipe/render/install policy,15,0,0,2,0,0,0,0,0,0,7,2,0,7,0,0,0,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://helm.kestra.io/,2ba6cbbeae81c71b491918054ae233428e7472a4bb114ade091ae6e2ad4c7cc3,scanned,
396,kwatch/kwatch,0.10.5,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",cluster-rbac,,,none,,,not-yet-proved,P2 recipe/render/install policy,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://kwatch.dev/charts,a40ba043ebf6dd91c5f8b9ee59a703ea56fbe776d542a2a8ff863aa711b6d3e9,scanned,
397,prometheus-community/prometheus-snmp-exporter,9.14.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl;capabilities,,,none,,,not-yet-proved,P2 recipe/render/install policy,8,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://prometheus-community.github.io/helm-charts,d2720be8fcb16192bd5fb571748e660c9daf0873e0270da4fc1fedf9199c6f21,scanned,
398,netapp-trident/trident-operator,100.2602.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;crds;cluster-rbac,,,none,,,not-yet-proved,P1 compiler policy needed,22,0,0,1,1,2,2,0,0,1,0,0,0,0,0,2,6,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://netapp.github.io/trident-helm-chart,a5434a0ba33a1effde3893378857bf8ab055f107d305f4c2f6ac97b98d856fac,scanned,
399,weaviate/weaviate,17.8.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,24,0,0,1,2,1,1,2,0,0,16,0,0,0,0,0,0,0,0,1,0,22,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://weaviate.github.io/weaviate-helm,e66093b4e707636dd4ee1e6663e6f0cc2998ca1762ff05526bb259968a4d31f5,scanned,
400,community-charts/actualbudget,1.8.7,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",capabilities;stateful-storage,,,none,,,not-yet-proved,P2 recipe/render/install policy,12,0,0,2,0,1,0,0,0,0,2,0,0,6,0,0,0,0,0,0,1,1,0,true,0,,0,0,0,,,,,,,,,,,,,,,,https://community-charts.github.io/helm-charts,f51fc562452b86c6bcfee2b1f87e914d69e05ef2b48e827d702c9036d638e16c,scanned,
401,chatwoot/chatwoot,2.0.23,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,64,1,0,5,21,1,13,16,4,1,8,26,2,10,0,0,0,0,0,6,1,5,3,true,2,,0,0,0,,,,,,,,,,,,,,,,https://chatwoot.github.io/charts/,f9cd54c8e21ce07032b827190694923d348f214ceb27bd272cf320e876cc793d,scanned,
402,kubitodev/cloudflared,1.7.7,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",capabilities,,,none,,,not-yet-proved,P2 recipe/render/install policy,7,0,0,1,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,1,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://charts.kubito.dev,5ed34eaac31d9cd3529a2aa961ae4343d29beaca526883601fd7cb11a9022035,scanned,
403,forgejo-runner/forgejo-runner,0.7.6,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",plain-ish,,,none,,,not-yet-proved,P2 recipe/render/install policy,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,false,0,,0,0,0,,,,,,,,,,,,,,,,oci://codeberg.org/wrenix/helm-charts/forgejo-runner,5c14f08ed045495deb95ce3b24125bdbe81e06721dd69243196cefaff43e4c11,scanned,"Error: looks like ""oci://codeberg.org/wrenix/helm-charts/forgejo-runner"" is not a valid chart repository or cannot be reached: failed to perform ""FetchReference"" on source: invalid reference
"
404,geek-cookbook/home-assistant,13.5.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,60,1,0,4,22,1,8,20,2,0,31,48,0,7,0,0,0,0,0,5,3,11,4,true,3,,0,0,0,,,,,,,,,,,,,,,,https://geek-cookbook.github.io/charts/,7668248a031ea8fb8485698d756713c96d01791fc72ba4018ad04944b765b43f,scanned,
405,wiremind/karma,2.12.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl;capabilities,,,none,,,not-yet-proved,P2 recipe/render/install policy,11,0,0,1,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://wiremind.github.io/wiremind-helm-charts,205d16b5dae51a69e2f7aab2306c1f07b3ded903f2d02f9765bb6b07e07850ef,scanned,
406,deliveryhero/kube-downscaler,0.7.6,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",capabilities;cluster-rbac,,,none,,,not-yet-proved,P2 recipe/render/install policy,9,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/deliveryhero/helm-charts/refs/heads/master/,38a71d672f181f5e8f6e58c858c2e2ae60e30b81fed3e0b3515dc433671c39fa,scanned,
407,ananace-charts/lemmy,0.6.13,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,60,1,0,4,10,1,9,8,2,0,15,19,0,8,0,0,0,0,0,2,3,6,1,true,2,,0,0,0,,,,,,,,,,,,,,,,https://ananace.gitlab.io/charts,10b20643e25a553e00cfee09ff79605d1d57272c1d7ee126484fb3dcebcda93e,scanned,
408,gabe565/paperless-ngx,0.24.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,64,1,0,5,26,1,14,17,6,3,42,56,2,7,0,0,0,0,0,8,8,15,4,true,3,,0,0,0,,,,,,,,,,,,,,,,https://charts.gabe565.com,f9f43cda92bd0ab2d16001707adf76da1c816b7e3bd8f8e97a387d9c5a87003d,scanned,
409,hirosystems/stacks-blockchain-api,6.5.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;cluster-rbac;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,65,1,0,5,29,2,12,21,8,0,5,37,6,5,0,0,2,0,0,5,4,11,4,true,7,,0,0,0,,,,,,,,,,,,,,,,https://charts.hiro.so/hirosystems,2edb06f24a29e1dbc7e26afffeed39f5042ebaf324ba7b13e672f9a34119ece4,scanned,
410,cloudpirates-valkey/valkey,0.21.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,40,0,0,4,1,1,2,1,0,0,5,1,1,5,0,0,0,0,0,1,0,1,1,true,0,,0,0,0,,,,,,,,,,,,,,,,oci://registry-1.docker.io/cloudpirates/valkey,f4af576d3682f60353263e3b2f96bf296727978bcf8b751129365f714ab0b849,scanned,"Error: looks like ""oci://registry-1.docker.io/cloudpirates/valkey"" is not a valid chart repository or cannot be reached: failed to perform ""FetchReference"" on source: invalid reference
"
411,victoriametrics/victoria-metrics-agent,0.39.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,36,1,0,2,0,1,0,0,0,0,11,21,1,0,0,0,0,0,0,0,2,0,1,true,1,,0,0,0,,,,,,,,,,,,,,,,https://victoriametrics.github.io/helm-charts/,d18690f7efd50c2790badec609862816ea990fab60bd4ae9398af0fba6ec90ec,scanned,
412,wazuh-helm-morgoved/wazuh,1.0.23,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;hooks;cluster-rbac;webhooks;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,47,0,2,1,19,4,3,13,0,6,17,19,0,0,1,0,33,2,0,3,4,6,0,true,0,,0,0,0,,,,,,,,,,,,,,,,https://morgoved.github.io/wazuh-helm,59df63a70ae63672c68b3e12cd679eb7b66222f76b3e8a292568276d5b16a9b2,scanned,
413,apisix/apisix-ingress-controller,1.1.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;crds;cluster-rbac;webhooks,,,none,,,not-yet-proved,P1 compiler policy needed,33,0,0,3,2,3,1,0,2,0,0,2,0,1,0,2,5,1,0,0,0,1,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://charts.apiseven.com,01837e44a1dd0c85db995f7bcab4ef00127ace8f59565f7f8400a6163b22573d,scanned,
