rank,chart,source_version,current_recipe_version,proof_match_basis,version_match,source_status,recipe_status,package_status,variant_status,proof_status,catalog_status,production_readiness,supported_variants,next_action,not_yet_enabled,source_features,recipe_path,package_path
270,deliveryhero/locust,0.35.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;capabilities,,
271,node-red/node-red,0.40.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;capabilities;cluster-rbac;stateful-storage,,
272,prometheus-community/prometheus-kafka-exporter,3.0.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;hooks;stateful-storage,,
273,prometheus-community/prometheus-mongodb-exporter,3.20.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl,,
274,victoriametrics/victoria-metrics-operator,0.63.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;crds;cluster-rbac;webhooks,,
275,mongodb-helm-charts/community-operator,0.13.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),plain-ish,,
276,keel/keel,1.2.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),cluster-rbac;stateful-storage,,
277,fission-charts/fission-all,1.23.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;hooks;cluster-rbac;webhooks;stateful-storage,,
278,meshery/meshery,1.0.28,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;capabilities;crds;cluster-rbac,,
279,hirosystems/bitcoin-core,2.1.7,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
280,bitnami/grafana-operator,4.9.37,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;crds;cluster-rbac,,
281,jouve/mailpit,0.34.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
282,cowboysysop/mongo-express,7.0.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;hooks;stateful-storage,,
283,bitnami/moodle,28.0.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
284,ygqygq2/nacos,2.1.10,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
285,bitnami/redmine,34.0.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
286,emqx-operator/emqx,5.8.9,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;capabilities;stateful-storage,,
287,groundhog2k/postgres,1.6.3,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),stateful-storage,,
288,seaweedfs/seaweedfs,4.28.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;hooks;cluster-rbac;stateful-storage,,
289,dependencytrack/dependency-track,1.0.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),generated-facts;tpl;stateful-storage,,
290,apache-solr/solr,0.9.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),plain-ish,,
291,stackgres-charts/stackgres-operator,1.18.7,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;capabilities;crds;cluster-rbac;webhooks,,
292,istio-official/ztunnel,1.30.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),cluster-rbac,,
293,cloudnative-pg/cluster,0.6.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;stateful-storage,,
294,nicholaswilde/code-server,1.1.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),capabilities;cluster-rbac;stateful-storage,,
295,douban/dify,0.9.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;hooks;stateful-storage,,
296,dragonfly/dragonfly,1.6.27,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;cluster-rbac;webhooks;stateful-storage,,
297,bitnami/drupal,23.0.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
298,bitnami/logstash,7.0.11,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
299,mattermost/mattermost-team-edition,6.6.98,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),generated-facts;tpl;capabilities;stateful-storage,,
300,deliveryhero/node-local-dns,2.8.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl,,
301,victoriametrics/victoria-logs-single,0.12.4,0.12.5,chart-name-only,different-current-version,source-scanned,current-recipe-different-version,package-proof-exists,default-only,next80-full:1 revision(s),proof-grade,not-reviewed-for-production,,review source/current-version drift and refresh recipe if needed,,lookup;tpl;capabilities;cluster-rbac;stateful-storage,recipes/vm/victoria-logs-single/0.12.5/recipe.yaml,packages/vm/victoria-logs-single/0.12.5
302,jfrog/artifactory-oss,107.146.13,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
303,adwerx/awx,3.4.3,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
304,cetic/nifi,1.2.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
305,rancher-latest/rancher,2.14.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;tpl;capabilities;cluster-rbac;stateful-storage,,
306,signoz/signoz,0.125.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;hooks;crds;cluster-rbac;stateful-storage,,
307,kubeshark-helm-charts/kubeshark,53.3.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),generated-facts;capabilities;cluster-rbac;stateful-storage,,
308,elastic/metricbeat,8.5.1,8.5.1,exact-chart-ref,exact,source-scanned,current-recipe-exact-version,package-proof-exists,default-only,next80-full:1 revision(s),proof-grade,not-reviewed-for-production,,add user-shaped variants before catalog promotion,— (no open gap: recommended capabilities built or n/a; quirks modeled — Level 2),tpl;capabilities;cluster-rbac;stateful-storage,recipes/elastic/metricbeat/8.5.1/recipe.yaml,packages/elastic/metricbeat/8.5.1
309,enix/kube-image-keeper,2.3.0-beta.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),crds;cluster-rbac;webhooks,,
310,bitnami/matomo,11.0.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
311,cloudpirates-mongodb/mongodb,0.17.3,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;hooks;stateful-storage,,
312,fairwinds-stable/polaris,6.0.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),generated-facts;capabilities;cluster-rbac;webhooks,,
313,bitnami/sealed-secrets,2.5.19,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;crds;cluster-rbac,,
314,gabe565/vaultwarden,0.16.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
315,eugen/rundeck,2.20.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;stateful-storage,,
316,langfuse-k8s/langfuse,1.5.31,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;hooks;stateful-storage,,
317,meilisearch-kubernetes/meilisearch,0.32.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
318,sumologic/sumologic,5.1.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;hooks;crds;cluster-rbac;webhooks;stateful-storage,,
319,cilium/tetragon,1.7.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),cluster-rbac,,
320,infracloudio/botkube,1.14.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;tpl;cluster-rbac,,
321,democratic-csi/democratic-csi,0.15.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;capabilities;cluster-rbac,,
322,eclipse-che/eclipse-che,7.118.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),crds;cluster-rbac;webhooks,,
323,jitsi-meet/jitsi-meet,2.18.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),generated-facts;tpl;hooks;stateful-storage,,
324,cloudpirates-mariadb/mariadb,0.16.4,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
325,opensearch-operator/opensearch-operator,3.0.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),cluster-rbac;webhooks,,
326,stevehipwell/plantuml,3.46.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),capabilities,,
327,bitnami/pytorch,5.8.5,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
328,bitnami/sonarqube,8.1.17,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
329,grafana-community/tempo,2.1.2,1.24.4,chart-name-only,different-current-version,source-scanned,current-recipe-different-version,package-proof-exists,multi-variant,proof:2 revision(s),catalog-supported,production-review-ready,local-persistent;s3-query-observability,review source/current-version drift and refresh recipe if needed,,tpl;stateful-storage,recipes/grafana/tempo/1.24.4/recipe.yaml,packages/grafana/tempo/1.24.4
330,cowboysysop/vertical-pod-autoscaler,11.1.1,0.9.0,chart-name-only,different-current-version,source-scanned,current-recipe-different-version,package-proof-exists,multi-variant,next80-full:2 revision(s),proof-grade,not-reviewed-for-production,,review source/current-version drift and refresh recipe if needed,,lookup;generated-facts;tpl;capabilities;hooks;crds;cluster-rbac,recipes/autoscaler/vertical-pod-autoscaler/0.9.0/recipe.yaml,packages/autoscaler/vertical-pod-autoscaler/0.9.0
331,akhq/akhq,0.27.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;capabilities,,
332,beryju-org/guacamole,1.4.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl,,
333,securecodebox/juice-shop,5.7.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),plain-ish,,
334,wso2/mysql,1.6.9,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),generated-facts;tpl;stateful-storage,,
335,mysql-operator/mysql-operator,2.2.8,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;crds;cluster-rbac,,
336,minio-operator/operator,7.1.1,7.1.1,exact-chart-ref,exact,source-scanned,current-recipe-exact-version,package-proof-exists,default-only,next80-full:1 revision(s),proof-grade,not-reviewed-for-production,,add user-shaped variants before catalog promotion,no-crds (template-baked CRDs; no clean chart toggle yet),cluster-rbac,recipes/minio-operator/operator/7.1.1/recipe.yaml,packages/minio-operator/operator/7.1.1
337,apache/pulsar,4.6.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;crds;cluster-rbac;webhooks;stateful-storage,,
338,percona/pxc-operator,1.19.1,1.19.1,exact-chart-ref,exact,source-scanned,current-recipe-exact-version,package-proof-exists,multi-variant,next80-full:2 revision(s),proof-grade,not-reviewed-for-production,,run catalog promotion review,— (no open gap: recommended capabilities built or n/a; quirks modeled — Level 2),lookup;crds;cluster-rbac,recipes/percona/pxc-operator/1.19.1/recipe.yaml,packages/percona/pxc-operator/1.19.1
339,secret-store-csi-driver/secrets-store-csi-driver,1.6.0,1.6.0,chart-name-version,exact,source-scanned,current-recipe-exact-version,package-proof-exists,multi-variant,proof:2 revision(s),catalog-supported,production-review-ready,default;sync-secret-rotation,record target-scoped support decision and refresh live/e2e observation lane,,capabilities;hooks;crds;cluster-rbac,recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/recipe.yaml,packages/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0
340,teleport-agent-kube/teleport-cluster,18.8.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;capabilities;cluster-rbac;stateful-storage,,
341,unleash/unleash,5.6.7,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
342,kong/ingress,0.24.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;hooks;crds;cluster-rbac;webhooks;stateful-storage,,
343,node-feature-discovery/node-feature-discovery,0.18.3,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),crds;cluster-rbac,,
344,okteto/okteto,1.44.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;crds;cluster-rbac;webhooks;stateful-storage,,
345,openproject-helm-charts/openproject,13.6.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
346,yourls/yourls,8.7.20,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
347,dify-helm/dify,0.36.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
348,appscode/kubed,0.13.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),generated-facts;capabilities;cluster-rbac,,
349,cloudpirates-minio/minio,0.13.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
350,bitnami/oauth2-proxy,8.0.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
351,bitnami/prometheus,2.1.23,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;cluster-rbac;stateful-storage,,
352,fairwinds-stable/rbac-manager,1.21.5,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),cluster-rbac,,
353,hirosystems/stacks-blockchain,2.2.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
354,victoriametrics/victoria-metrics-single,0.38.0,0.39.0,chart-name-only,different-current-version,source-scanned,current-recipe-different-version,package-proof-exists,default-only,next80-full:1 revision(s),proof-grade,not-reviewed-for-production,,review source/current-version drift and refresh recipe if needed,,tpl;cluster-rbac;stateful-storage,recipes/vm/victoria-metrics-single/0.39.0/recipe.yaml,packages/vm/victoria-metrics-single/0.39.0
355,datawire/ambassador,6.9.5,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),generated-facts;crds;cluster-rbac;webhooks;stateful-storage,,
356,couchdb/couchdb,4.6.3,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;stateful-storage,,
357,ory/hydra,0.61.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),generated-facts;tpl;capabilities;hooks;crds;cluster-rbac,,
358,kiali/kiali-server,2.26.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;capabilities;cluster-rbac,,
359,newrelic/nri-bundle,7.0.12,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;hooks;crds;cluster-rbac;webhooks;stateful-storage,,
360,influxdata/telegraf,1.8.71,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;capabilities;cluster-rbac,,
361,kubevela/vela-core,1.11.0-alpha.3,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;capabilities;hooks;crds;cluster-rbac;webhooks;stateful-storage,,
362,verdaccio/verdaccio,4.31.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;capabilities;stateful-storage,,
363,vllm-production-stack/vllm-stack,0.1.11,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;hooks;crds;cluster-rbac;webhooks;stateful-storage,,
364,gocd/gocd,2.17.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),generated-facts;cluster-rbac;stateful-storage,,
365,k8sgpt/k8sgpt-operator,0.2.27,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),crds;cluster-rbac;stateful-storage,,
366,k8tz/k8tz,0.19.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),generated-facts;capabilities;cluster-rbac;webhooks,,
367,nginx-gateway-fabric/nginx-gateway-fabric,2.6.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),capabilities;crds;cluster-rbac,,
368,enix/san-iscsi-csi,4.0.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),cluster-rbac,,
369,sftpgo/sftpgo,0.45.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),stateful-storage,,
370,backube-helm-charts/volsync,0.15.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),capabilities;cluster-rbac,,
371,bitnami/apache,11.4.29,11.4.29,exact-chart-ref,exact,source-scanned,current-recipe-exact-version,package-proof-exists,default-only,next80-full:1 revision(s),proof-grade,not-reviewed-for-production,,add user-shaped variants before catalog promotion,existing-secret (chart ships no Secret toggle),lookup;generated-facts;tpl;capabilities,recipes/bitnami/apache/11.4.29/recipe.yaml,packages/bitnami/apache/11.4.29
